"seed","dist","mu_sub","mu","s","t","tend","d","a","wt_cells","mt_cells","wt_clones","mt_clones","weight"
288606282,298.601741455069,1018,25,1.4345379850735,20,33.4506352165916,0.7,1,7319,12273,435,1665,0.0102862145232125
871051098,327.27358585746,1069,25,2.12493569266708,20,26.7832099423003,0.7,1,8132,15159,212,1758,0.00449963973895556
9432158,401.600547808391,1039,25,2.71905285099847,20,25.7486182535133,0.7,1,7462,14630,263,1697,0.00841908609723569
572207602,420.395052301998,1092,25,2.73089232339873,20,24.50907877892,0.7,1,7512,13689,352,1598,0.0136823760296266
882568635,444.193651462963,1063,25,2.07949101139733,20,26.4570588609377,0.7,1,7298,13093,399,1586,0.0107874650615242
783205693,446.10761033634,1074,25,2.17704704311569,20,26.8092747239654,0.7,1,6764,16086,292,1693,0.00312815886759453
924096852,572.279651918535,952,25,2.08046425547287,20,26.9948436750116,0.7,1,6723,15194,366,1626,0.00797855318545585
932627187,576.472028809725,1061,25,2.06641151923356,20,29.0866952749833,0.7,1,6976,14667,364,1645,0.0135315264698347
231485210,580.25339292416,924,25,1.52234120938388,20,31.2136106130517,0.7,1,8289,19282,456,1538,0.0217992852962129
234637068,582.818153457835,1060,25,3.54392579406219,20,23.8932686811292,0.7,1,8437,15151,397,1564,0.018771513967997
135022065,586.007679130572,1062,25,1.90579246967171,20,26.9360175690762,0.7,1,7600,15695,207,1793,0.0133760312936199
237061402,588.525275582961,1024,25,2.9104960234618,20,25.5767897422496,0.7,1,8555,13655,434,1479,0.0703885634605053
286636530,590.829924766849,962,25,3.07357886932528,20,23.9902028960521,0.7,1,6590,13648,388,1505,0.0089430358884827
967512243,609.132990405215,1124,25,1.89432501389624,20,26.8945715944127,0.7,1,8716,11720,376,1553,0.00751618861591318
659762529,619.020193531681,1088,25,3.23381308021283,20,24.1919487748358,0.7,1,8884,15988,215,1681,0.00977537961780332
287238756,619.794320722609,979,25,2.99444894923953,20,24.4149292205076,0.7,1,10429,17810,339,1554,0.0051973513310718
680262675,626.357725265682,962,25,3.56481910556874,20,23.8418781809902,0.7,1,6770,16773,381,1463,0.0201173948289893
601773471,630.2277366159,886,25,2.97252472267797,20,24.859096525458,0.7,1,7809,14991,426,1461,0.00172735840880025
572036539,635.91823373764,1228,25,3.59554524233874,20,23.6530833650888,0.7,1,8060,16567,162,1855,0.00938083619530242
727559139,637.161674930312,1142,25,3.06316434800762,20,24.428678801774,0.7,1,7481,12339,272,1605,0.00592273354222233
371309820,638.126163074356,1008,25,4.18373386432335,20,22.9150069859476,0.7,1,8025,14016,404,1401,0.0118188898401075
141445624,646.668384877442,986,25,2.56486756504238,20,25.3644247144481,0.7,1,7056,19479,365,1621,0.010117646250638
34638649,653.823370643785,1279,25,2.22228515350835,20,26.2126307973751,0.7,1,10042,15946,216,1837,0.0061632984786303
603627135,658.489939179028,1158,25,1.83348920884269,20,27.829692969075,0.7,1,7661,16531,374,1642,0.00821958478918477
489754684,671.956099756524,1097,25,1.52181760943072,20,31.0545972759362,0.7,1,9925,10891,488,1568,0.00522737963735717
219547838,710.348506016589,1017,25,1.76443145953502,20,28.4780565522152,0.7,1,8453,13380,425,1703,0.011987810099968
615300043,713.342133902099,992,25,1.40997468057155,20,31.7999441272815,0.7,1,7467,12580,320,1813,0.0160172948930993
594490950,719.496351623829,1078,25,1.80050778041165,20,27.884364970113,0.7,1,7929,13129,511,1595,0.0127843054409817
275647457,735.127880031767,870,25,1.72209509241097,20,32.3911274390719,0.7,1,11467,14553,399,1529,0.00627544710601044
188456981,753.720107201606,850,25,1.66969344292002,20,29.9212958493635,0.7,1,8506,15740,412,1478,0.0146996112463783
520938433,765.152272426868,1006,25,1.80431915997622,20,29.6497430095807,0.7,1,9463,11184,528,1483,0.00768045073311997
788600564,771.478450768393,868,25,1.75633414365888,20,28.7529743718192,0.7,1,8374,17986,422,1502,0.00844049020244125
221039351,775.563665987519,936,25,2.3787992640155,20,26.3858817524462,0.7,1,5683,14540,327,1649,0.00495863699410757
438388606,781.162595110647,939,25,3.00360797109258,20,24.3326498403456,0.7,1,5308,14990,260,1637,0.00573699028273815
920303567,783.896039025584,943,25,3.50759474873357,20,25.510718635773,0.7,1,6688,13863,344,1580,0.00784655976024118
544120069,788.535985228322,1036,25,1.52173134080437,20,29.9647325991625,0.7,1,10134,15806,304,1599,0.00736964474502652
687089594,795.272280417217,1150,25,4.73064906388773,20,22.5945656927827,0.7,1,8082,12859,342,1611,0.0468284353855234
16134748,796.490426810015,1260,25,1.76328034905896,20,28.2310021300256,0.7,1,10213,11175,401,1613,0.00364244478455073
800386962,797.398269373592,1063,25,2.19028487443898,20,26.3617349717886,0.7,1,8461,11192,437,1533,0.00740639918002896
55741233,813.827991654256,914,25,1.51038860084409,20,32.0995884096805,0.7,1,10276,14385,461,1545,0.00916890507063103
521004729,826.044187680054,965,25,1.89509093961237,20,28.1162719328937,0.7,1,10431,14727,566,1507,0.00609871361356307
32660341,826.156159572753,921,25,2.20243270881424,20,28.9105214836034,0.7,1,10724,12393,447,1493,0.00489280550245322
627308404,835.055088003181,1032,25,2.85053959823873,20,23.75777613282,0.7,1,9690,17889,391,1444,0.00570440999751783
392294193,836.233221057379,1099,25,3.37594700593536,20,25.1878737597648,0.7,1,7747,15469,273,1658,0.00916363824190583
942469425,837.238914527986,894,25,2.36297996623855,20,27.6394103803901,0.7,1,7606,14771,479,1459,0.00448629615240266
913402935,843.065833728304,958,25,2.24569819798906,20,25.8946242662571,0.7,1,11279,15917,363,1473,0.00601623129870838
87147372,862.815739309385,1067,25,3.91875966625471,20,22.9707517293438,0.7,1,5408,14695,256,1627,0.0132490106980586
377584023,863.779485748533,971,25,3.48561713286716,20,23.3306113115452,0.7,1,6502,16490,335,1492,0.00593445326301078
511731101,870.497558870787,912,25,2.74962917332259,20,24.5901876246299,0.7,1,8864,13908,436,1438,0.0162452314153768
353666583,872.060204343714,1173,25,3.81708849784001,20,23.3521780878857,0.7,1,5649,14643,192,1794,0.0135615762001229
268134431,879.091576572088,891,25,1.36880098078596,20,31.5690710550135,0.7,1,8832,14297,284,1587,0.00510576756345734
388368756,882.27376703606,986,25,2.82228002086438,20,24.4621918179241,0.7,1,5980,14761,328,1616,0.00473078341685009
74885181,888.158769590212,1032,25,2.44421212936112,20,25.7919361722593,0.7,1,8290,13713,378,1456,0.0102263494567612
470455217,896.401137884151,988,25,1.56318405641167,20,31.1170181767921,0.7,1,9566,14447,182,1726,0.0100394253393435
342182741,896.73686218422,929,25,2.06453095827768,20,26.1405653301498,0.7,1,9301,13666,484,1367,0.00540018083255182
967064237,898.698503392545,1172,25,3.30900475279651,20,24.1936132020257,0.7,1,8229,12867,299,1721,0.0133284932160127
766521044,899.77163769481,869,25,2.9056776059461,20,24.1364725692064,0.7,1,7659,14349,423,1456,0.00735863053673927
808777716,905.233671490406,1174,25,3.42958162549999,20,23.9321822793895,0.7,1,5469,14487,203,1850,0.00897201062700878
519298190,905.954745006615,1054,25,2.14594635995278,20,27.7028278551811,0.7,1,6247,15801,115,1814,0.0078107503418392
562216394,905.976269004879,875,25,2.12176033499313,20,29.1703922367507,0.7,1,8106,13962,490,1472,0.00424117422883614
48767139,906.975192604517,1070,25,3.46826246465481,20,23.6652924122607,0.7,1,8724,13334,349,1528,0.00206589243627848
865194002,912.633004005444,1026,25,1.95600523294756,20,26.764324823533,0.7,1,10178,12514,449,1468,0.0132450482743501
492987212,922.170266274076,1185,25,3.95787816758305,20,23.5149527784545,0.7,1,8173,14061,203,1672,0.0115184205184768
905429171,923.782441920174,928,25,3.64907189679479,20,22.9309546844416,0.7,1,9284,13680,332,1439,0.0119862479694447
698393175,932.789365291007,1064,25,3.05169315684171,20,25.1137409035599,0.7,1,6647,14622,283,1597,0.00661336016860026
47087970,936.516951261428,1123,25,2.2218209816736,20,26.2975534265608,0.7,1,10585,12477,451,1511,0.00653327073894918
14993719,941.0823555885,865,25,1.81290374360299,20,28.7737395819882,0.7,1,9638,13889,314,1500,0.00668975678944721
133664639,941.430294817412,912,25,2.09035419471014,20,27.1680511765319,0.7,1,8844,14637,295,1670,0.00849516152627837
397935831,946.568011291318,995,25,1.86337589790697,20,28.7475787887304,0.7,1,8803,10940,262,1642,0.00705545234326237
