time,type1,type2
0,1,0
0.0166476,2,0
1.21514,3,0
1.41312,4,0
1.81594,5,0
1.94655,6,0
2.30684,7,0
2.33658,8,0
2.38454,9,0
2.43564,10,0
2.49975,11,0
2.69646,12,0
3.18056,13,0
3.18688,14,0
3.18802,15,0
3.28941,16,0
3.36555,17,0
3.42376,18,0
3.45646,19,0
3.47025,20,0
3.51769,21,0
3.55049,22,0
3.60262,23,0
3.61793,24,0
3.62505,25,0
3.75184,26,0
3.76645,27,0
3.79396,28,0
3.8119,29,0
3.82853,30,0
3.83736,31,0
3.87424,32,0
3.87745,33,0
3.88013,34,0
3.89313,35,0
3.93085,36,0
3.95717,37,0
3.96358,38,0
3.96844,39,0
3.97501,40,0
3.98312,41,0
3.9944,42,0
4.04825,42,1
4.06671,43,1
4.11694,44,1
4.12821,45,1
4.13251,46,1
4.13473,47,1
4.14179,48,1
4.15676,49,1
4.19278,50,1
4.22804,51,1
4.23158,52,1
4.24943,53,1
4.2517,54,1
4.26826,55,1
4.33369,56,1
4.36511,57,1
4.37203,58,1
4.38953,59,1
4.46235,60,1
4.46471,61,1
4.51158,62,1
4.53716,63,1
4.53777,64,1
4.564,65,1
4.57016,66,1
4.57535,67,1
4.57599,68,1
4.59645,69,1
4.63025,70,1
4.63914,71,1
4.66383,72,1
4.68697,73,1
4.71284,74,1
4.72238,75,1
4.79264,76,1
4.82048,77,1
4.8307,78,1
4.83266,79,1
4.83752,80,1
4.85922,81,1
4.87825,82,1
4.87952,83,1
4.8796,84,1
4.91966,85,1
4.96156,86,1
4.9688,87,1
4.97979,88,1
4.99948,89,1
5.00172,90,1
5.02276,91,1
5.03273,92,1
5.03737,93,1
5.04361,94,1
5.06189,95,1
5.06669,96,1
5.09378,97,1
5.09926,98,1
5.11773,99,1
5.1192,100,1
5.12493,101,1
5.13285,102,1
5.15114,103,1
5.16345,104,1
5.17992,105,1
5.22888,106,1
5.24138,107,1
5.24472,108,1
5.24934,109,1
5.27366,110,1
5.27625,111,1
5.27631,112,1
5.29335,113,1
5.3004,114,1
5.30215,115,1
5.31028,116,1
5.32073,117,1
5.32094,118,1
5.33014,119,1
5.33278,120,1
5.34107,121,1
5.35271,122,1
5.35694,123,1
5.37571,124,1
5.38148,125,1
5.4013,126,1
5.40393,127,1
5.40418,128,1
5.40685,129,1
5.40694,130,1
5.40853,131,1
5.41741,132,1
5.42649,133,1
5.42838,134,1
5.43316,135,1
5.44439,136,1
5.4578,137,1
5.46913,138,1
5.47602,139,1
5.48049,140,1
5.48938,141,1
5.52946,142,1
5.53525,143,1
5.53581,144,1
5.53639,145,1
5.55364,146,1
5.55893,147,1
5.56064,148,1
5.56124,149,1
5.56858,150,1
5.58088,151,1
5.58092,152,1
5.58434,153,1
5.58465,154,1
5.58908,155,1
5.59342,156,1
5.6014,157,1
5.60947,157,2
5.61026,158,2
5.62774,159,2
5.62826,160,2
5.64173,161,2
5.65038,162,2
5.65281,163,2
5.6567,164,2
5.66377,165,2
5.67114,166,2
5.67542,167,2
5.67716,167,3
5.68018,168,3
5.68326,169,3
5.69977,170,3
5.70425,171,3
5.70754,172,3
5.71025,173,3
