"epsilion"
60.6057692307692
18.5865384615385
11.4128440366972
8.88990825688073
7.38888888888889
6.36792452830189
5.55555555555556
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
