"seed","dist","mu_sub","mu","s","t","tend","d","a","wt_cells","mt_cells","wt_clones","mt_clones","weight"
980375771,0.457399103139013,165,10,4.86740005080037,7,9.39866959660465,0,0.973797126725127,20916,6887,32,371,0.015892215448196
746536768,0.471111111111111,135,10,4.60164717873539,7,9.40012418770545,0,0.651141537909768,11977,16202,17,386,0.0102958025067647
638456401,0.488479262672811,108,10,3.73641838938875,7,9.32112951206794,0,0.663517460063173,8093,18339,8,364,0.00148584811417351
983733131,0.5,85,10,4.86412631500723,7,9.14873414285664,0,0.591903989591885,2386,26317,0,410,0.0101914312711738
720637274,0.512820512820513,150,10,3.04958239938061,7,10.6687018402674,0,0.822180923755014,12218,13370,5,371,0.00400252091247118
169795340,0.52093023255814,149,10,4.99048725572078,7,9.06147164757764,0,0.641005698602074,9217,15840,20,410,0.014347267649037
24231935,0.548387096774194,126,10,3.87692260949724,7,10.1097989477442,0,0.535029161094467,8183,18172,38,382,0.00555402078717457
765755932,0.552238805970149,93,10,4.69370012175718,7,9.0194006206445,0,0.392963992672853,1299,23957,0,428,0.00987634388611872
49509989,0.571428571428571,85,10,4.96261038640103,7,9.2343959501502,0,0.967465785578012,8612,19814,0,380,0.0282486281728139
137398952,0.590717299578059,154,10,4.33861228351838,7,9.28488307610978,0,0.560101453865815,15860,12401,24,363,0.012647966083409
153074247,0.638095238095238,48,10,2.20677175057435,7,11.3986805221515,0,0.881209004328149,1207,26646,0,376,0.00524149945798929
448678330,0.642512077294686,103,10,4.08147684429762,7,9.47498417974369,0,0.386832584215755,403,26859,0,467,0.00870282030932092
441690108,0.643171806167401,142,10,3.7761393452731,7,9.28527985240742,0,0.586659280273737,12273,12773,121,276,0.0105014289422022
547705909,0.649289099526066,73,10,2.93024546705246,7,10.1617236952051,0,0.654518502397499,17615,10528,74,221,0.00281337736864995
566883991,0.684210526315789,69,10,4.53269514497689,7,9.90559515590833,0,0.622259503983716,1867,26740,1,453,0.00504015889818063
703736512,0.689814814814815,159,10,4.14221436516171,7,9.27491160861957,0,0.748493381692265,9916,16374,5,440,0.00972761766304107
462839998,0.69,93,10,3.29099746976915,7,9.81919503404839,0,0.855007479808959,1530,23073,0,369,0.0084319773889393
406952046,0.697674418604651,130,10,4.62389482065628,7,9.23506028206188,0,0.504913247958748,4091,22875,1,466,0.00559636235137148
438878889,0.716346153846154,115,10,4.9036636365567,7,8.95851543120763,0,0.720857952782812,16406,10170,221,189,0.0205827749942269
646790626,0.727678571428571,158,10,2.69368782959431,7,10.2429959750286,0,0.73274904525787,8910,17440,15,392,0.0129129625318894
445592660,0.735294117647059,91,10,3.7313383047268,7,10.1841984996651,0,0.663687618808362,8747,20588,0,372,0.0105040516767032
546870122,0.735576923076923,54,10,3.42640047259879,7,10.1533594629681,0,0.298936465387849,1188,25647,0,414,0.00609859999828943
900502258,0.741935483870968,89,10,3.05300167060842,7,10.424464628984,0,0.64228396610172,7025,18733,40,301,0.00700806863896506
786307378,0.743119266055046,125,10,2.42076872803843,7,11.7173036153083,0,0.26424875717564,14663,12015,51,367,0.00802673409708146
