"epsilion"
2350.27700495069
1024.35540707315
751.294216668809
554.117316098315
441.661635191466
355.748506672902
292.367918896722
241.25505176058
178.868666903961
141.795627577158
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
