"seed","dist","mu","s","t","tend","d","a","wt_cells","mt_cells","weight"
857730488,15.6524758424985,10,4.35524050285353,5.22805122571438,8.41814223752871,0,1,6846,17286,0.0139458938025112
111625927,32.4345494804537,10,3.49377011773106,6.76760405294599,9.73911520431901,0,1,18927,5381,0.00383822748993179
616756656,35.1567916624939,10,3.66591051992458,7.89950782885289,11.3470119329388,0,1,9477,13951,0.0123398643094876
547827622,37.6563407675255,10,3.68459126986385,4.90100296121977,7.7521391219315,0,1,2436,24494,0.00151388257840127
612039984,38.4837628097877,10,2.73011958742905,8.87736269009651,12.5114478200484,0,1,8046,15558,0.00554347549412458
557214414,39.319206502675,10,3.20802876902721,6.7678576896876,10.2993888509083,0,1,5686,19008,0.017029322671497
601275066,39.7994974842648,10,3.71354189730714,3.78767394259927,6.36817273383787,0,1,1893,22040,0.0139322832394567
298426470,40.2864741569674,10,3.84915739011724,6.42706685652068,9.39591377011724,0,1,8359,15927,0.0064879245441269
538303734,41.5210789840534,10,3.27138197745921,6.52242126707603,10.5485748964862,0,1,12304,12127,0.0030843753863839
855362987,42.5440947723653,10,4.29919227727868,6.58526982707154,8.98916360397459,0,1,5929,19337,0.00667286584779407
420781264,42.8018691180654,10,4.4972449649523,5.91268270955608,8.27765050429616,0,1,7642,18584,0.00993868696732511
558236019,43.3935479074943,10,3.21690410367522,4.27906768527819,6.93556601449225,0,1,6930,19503,0.00345486898931593
516036235,43.7721372564786,10,3.41467535562426,7.68198317411855,10.2180118024797,0,1,13628,10191,0.00443431511897957
139964289,43.7949768809164,10,4.95301394779062,4.42836410673112,6.94424393479379,0,1,1432,22662,0.0125592624216929
27338249,43.9658958739612,10,3.14557518378346,3.74095991266662,7.39421495504806,0,1,3418,21617,0.0139708950478504
142336540,44.1588043316392,10,4.9927821575333,7.09906466368063,8.92962185123089,0,1,8202,15555,0.0209657126818469
691370965,45.3872228716409,10,3.94077155891154,6.79217958817262,9.43690748746448,0,1,1138,24395,0.00204695775539682
69389979,45.4202597967031,10,2.78057153451422,8.0426839995157,11.1633744301041,0,1,14933,10774,0.0117846804179885
853036240,46.0868744872117,10,1.8569863435548,5.74317099107343,10.0524554030753,0,1,16539,9231,0.00475607496595501
42130330,46.9148164229596,10,2.79807559868079,6.39409071499418,10.0255920177865,0,1,12377,11455,0.0272709653467887
558001897,47.2016948848238,10,2.27321244617215,3.64886060167413,7.78608018975637,0,1,1247,23225,0.00353753418388745
140508545,47.2228758124704,10,2.55937636261422,3.54206452106119,7.14452088291292,0,1,2398,22066,0.00895348949370883
344882364,47.3919824442911,10,1.90127659847524,4.44102859432043,9.24799007426406,0,1,9555,14112,0.0424546985933636
497363744,47.4868402823351,10,2.77190472965744,8.68372882716417,11.9613439140094,0,1,13409,10160,0.00707895120375542
980188682,48.7544869729956,10,4.35388921734535,8.34964655337819,10.2059900360363,0,1,20155,5658,0.0205442603275845
686236653,49.6386945839634,10,4.9729106175688,6.76631967641316,8.89059251407685,0,1,3898,19802,0.0176241007654874
930183359,50.1298314379771,10,2.74721192499332,4.48991772969652,8.56007501042535,0,1,8507,17525,0.0121013973212957
987316101,50.4678115237822,10,3.4071557479246,5.97435762318589,8.5156960296032,0,1,7698,16041,0.00274625168105966
96230827,50.6557005676558,10,2.78016712139722,5.33940356955603,9.10278259882886,0,1,17506,9469,0.0226840430417708
523879621,51.3225096814254,10,4.0786731316919,3.37031528924106,5.69173651156741,0,1,388,26229,0.0141139218466475
740520552,51.7300686255102,10,4.66056504572962,6.67832602499756,9.0642130095901,0,1,5514,18140,0.0111526055637687
961574183,51.8362807307777,10,2.14371909430617,3.63610851415902,7.70304336197955,0,1,2610,21651,0.00415002579561466
645879176,51.9422756528822,10,1.53233896988218,3.92491006820243,9.79230022923869,0,1,8222,18028,0.0172431874695905
376294712,52.9150262212918,10,2.37340307191204,6.97523911933816,10.9698827910048,0,1,16703,9559,0.00662032236360153
90170049,53.8144961882948,10,2.64830909733255,6.05520855536197,10.8202356330336,0,1,8377,16868,0.00589799012256616
482538286,53.8423625038872,10,1.52318206000325,5.03423479062482,11.7650395836522,0,1,10854,13656,0.0110528886476739
628330302,53.8423625038872,10,3.48483419510196,5.66914417489583,8.60362725332546,0,1,3424,20777,0.0304227778633772
856131176,54.6717477313466,10,4.88344039188369,8.64753892653158,10.604732517297,0,1,1819,23775,0.0195899543744745
645028202,54.744862772684,10,3.85697128686891,5.9348326137559,8.42873702261228,0,1,5065,19062,0.00650248206812641
