ID,birthrate,alpha,beta,aggression,mu,pushpower,N
1,1.000000,0.000000,0.000000,1.000000,10.000000,4294967295,14211
2,2.000000,769843740458871605903144811789226736943441009810557663649619202513362101590845738708476719062428865075616957707056816075823939907178556880013619919404400323194587032663449934010131678969178683502685316228361648051585024.000000,0.000000,1.000000,10.000000,4294967295,6895
