ID,birthrate,alpha,beta,aggression,mu,pushpower,N
1,1.000000,0.000000,0.000000,1.000000,15.000000,4294967295,8542
2,2.000000,-231584178474632390847141970017375815706539969331281128078915168015826259279872.000000,-231584178474632699379246467743508719763261698834500812341889974312050637144064.000000,1.000000,15.000000,4294967295,7989
