ID,birthrate,alpha,beta,aggression,mu,pushpower,N
1,1.000000,0.000000,0.000000,1.000000,10.000000,4294967295,6908
2,3.000000,5756112594041741313269154767947075745512402929492977797375230848080205400602366951236466982385613797499150349383304896716072784430238281929927496542812986719430825312346162473210076620312404574806748616252057311695731828084178944.000000,50339437620749029245344471827937719045506490575500534267595393995798441383158064493393656299966847028931653581702029071884972340321479034960481224045446112999494033337194424183139858933344256424765908878931812450248886845440.000000,1.000000,10.000000,4294967295,10596
