time,type1,type2
0,1,0
0.355428,1,0
1.01854,2,0
1.59803,3,0
1.82026,4,0
1.87451,5,0
2.01559,4,0
2.69515,5,0
3.025,6,0
3.15871,7,0
3.31922,6,0
3.32148,5,0
3.52194,6,0
3.94263,7,0
3.96448,8,0
4.16245,9,0
4.4324,10,0
4.46673,11,0
4.48385,12,0
4.52645,13,0
4.62056,12,0
4.80986,11,0
4.8769,10,0
4.93686,9,0
4.96549,10,0
5.00581,11,0
5.08295,10,0
5.08656,11,0
5.09744,12,0
5.23715,11,0
5.33852,12,0
5.39791,13,0
5.41054,14,0
5.53117,13,0
5.55255,14,0
5.56919,13,0
5.64012,14,0
5.6602,15,0
5.68555,14,0
5.71318,13,0
5.75834,14,0
5.79457,15,0
5.87877,16,0
5.91006,17,0
5.92588,18,0
5.93146,19,0
5.98557,20,0
6.00947,21,0
6.01023,22,0
6.02118,23,0
6.0544,24,0
6.05884,25,0
6.13532,26,0
6.18068,25,0
6.18194,26,0
6.24808,27,0
6.29114,28,0
6.32697,29,0
6.33911,30,0
6.51721,29,0
6.54339,30,0
6.5537,29,0
6.55406,30,0
6.55446,29,0
6.57711,28,0
6.58055,29,0
6.61933,30,0
6.65254,31,0
6.68475,32,0
6.72627,33,0
6.74601,32,0
6.77971,31,0
6.81835,32,0
6.82604,31,0
6.84075,30,0
6.88805,29,0
6.91008,30,0
6.93684,31,0
6.95047,32,0
6.95984,33,0
6.97797,34,0
6.98193,33,0
6.9855,32,0
6.99751,33,0
7.06413,34,0
7.09841,35,0
7.10442,36,0
7.106,35,0
7.10948,36,0
7.12755,35,0
7.18508,36,0
7.21757,37,0
7.23794,36,0
7.24759,37,0
7.24956,38,0
7.25999,39,0
7.26053,40,0
7.27356,41,0
7.27366,42,0
7.30999,41,0
7.3292,42,0
7.37862,43,0
7.39192,44,0
7.40065,45,0
7.42117,46,0
7.43376,47,0
7.47663,48,0
7.48922,47,0
7.49797,46,0
7.50296,47,0
7.52924,46,0
7.55624,47,0
7.55893,48,0
7.56352,49,0
7.57025,50,0
7.57709,49,0
7.59709,48,0
7.62176,49,0
7.63137,48,0
7.64122,49,0
7.65224,50,0
7.65664,49,0
7.65945,50,0
7.67968,51,0
7.68162,52,0
7.68439,53,0
7.70548,54,0
7.71647,55,0
7.72881,56,0
7.72904,57,0
7.7469,56,0
7.77396,55,0
7.78843,54,0
7.79088,55,0
7.81268,56,0
7.84445,57,0
7.86038,56,0
7.88676,57,0
7.90378,58,0
7.90913,59,0
7.91794,60,0
7.91867,59,0
7.93586,60,0
7.93956,61,0
7.95522,62,0
7.96763,61,0
7.96951,62,0
7.97047,63,0
7.97196,64,0
7.97462,65,0
7.98135,66,0
7.99451,67,0
7.99602,66,0
8.00142,65,0
8.00336,66,0
8.02183,67,0
