ID,birthrate,alpha,beta,aggression,mu,pushpower,N
1,1.000000,0.000000,0.000000,1.000000,25.000000,4294967295,7356
2,2.000000,231584178474632390847141970017375815706539969331281128078915168015826259279872.000000,231584178474632647957229051455819902420474743917297531631394173262679907500032.000000,1.000000,25.000000,4294967295,12174
