time,type1,type2
0,1,0
0.319379,2,0
0.445709,3,0
0.600191,4,0
0.866547,5,0
0.910508,6,0
0.980113,7,0
1.23673,8,0
1.55265,9,0
1.57764,8,0
1.58989,7,0
1.62779,8,0
1.63356,9,0
1.73234,8,0
1.7503,9,0
1.81224,8,0
1.96705,9,0
1.9681,10,0
2.0862,9,0
2.17122,10,0
2.19242,11,0
2.29518,12,0
2.39679,11,0
2.39991,12,0
2.41788,13,0
2.45356,14,0
2.47469,15,0
2.62248,14,0
2.65885,15,0
2.69764,16,0
2.69904,17,0
2.7612,18,0
2.79626,17,0
2.81129,16,0
2.81198,15,0
2.82156,16,0
3.04258,17,0
3.11547,18,0
3.22446,19,0
3.25632,20,0
3.27316,21,0
3.2794,20,0
3.29382,21,0
3.30809,22,0
3.39926,21,0
3.42339,20,0
3.44499,21,0
3.45138,22,0
3.52947,23,0
3.53742,22,0
3.54982,21,0
3.57071,20,0
3.61779,19,0
3.6241,20,0
3.63433,21,0
3.64004,22,0
3.64245,21,0
3.67834,20,0
3.73431,21,0
3.77789,22,0
3.79154,23,0
3.83644,22,0
3.84433,23,0
3.90981,24,0
3.92106,23,0
3.92575,24,0
3.9651,23,0
3.98328,22,0
4.01671,23,0
4.0175,24,0
4.04261,23,0
4.05204,22,0
4.13884,21,0
4.14776,22,0
4.14981,23,0
4.16636,24,0
4.17311,25,0
4.20042,26,0
4.23862,25,0
4.28767,24,0
4.34713,23,0
4.36252,24,0
4.41688,23,0
4.42502,22,0
4.43076,21,0
4.44214,20,0
4.44452,19,0
4.46534,20,0
4.52169,19,0
4.58325,20,0
4.62232,19,0
4.62808,18,0
4.63914,19,0
4.7037,20,0
4.71547,21,0
4.73985,22,0
4.75804,23,0
4.77095,22,0
4.81297,21,0
4.81353,22,0
4.81566,23,0
4.82509,22,0
4.89725,21,0
4.94702,22,0
4.95025,21,0
4.98879,22,0
5.00016,21,0
5.00416,22,0
5.04896,23,0
5.05172,24,0
5.06536,25,0
5.07648,26,0
5.09035,27,0
5.09791,28,0
5.11254,29,0
5.1245,28,0
5.12953,27,0
5.13201,28,0
5.1385,29,0
5.19081,28,0
5.21374,27,0
5.25198,28,0
5.27543,29,0
5.28506,30,0
5.32211,29,0
5.34246,28,0
5.36941,29,0
5.37887,28,0
5.381,27,0
5.3819,28,0
5.44246,29,0
5.44439,28,0
5.48142,29,0
5.49343,30,0
5.52858,31,0
5.54872,32,0
5.56007,31,0
5.57905,30,0
5.64592,29,0
5.64713,28,0
5.65115,29,0
5.6605,28,0
5.66577,29,0
5.67815,30,0
5.67991,31,0
5.70242,30,0
5.71982,31,0
5.74233,32,0
5.76779,33,0
5.7805,34,0
5.78726,33,0
5.81958,32,0
5.85423,31,0
5.85535,30,0
5.85783,31,0
5.86893,30,0
5.95345,31,0
5.95703,30,0
5.95768,31,0
5.97396,32,0
5.97609,31,0
5.98121,32,0
5.98959,33,0
5.99348,32,0
6.0034,31,0
6.02342,30,0
6.05896,29,0
6.06673,30,0
6.08604,31,0
6.08966,32,0
6.08996,33,0
6.09239,32,0
6.11071,31,0
6.12123,30,0
6.15944,29,0
6.16234,28,0
6.17398,27,0
6.18278,28,0
6.18551,27,0
6.20437,26,0
6.22004,27,0
6.2245,28,0
6.29822,29,0
6.30123,28,0
6.3209,29,0
6.3278,28,0
6.3485,27,0
6.36233,28,0
6.39146,27,0
6.40781,28,0
6.41298,29,0
6.43117,28,0
6.48143,29,0
6.48383,30,0
6.50647,31,0
6.50777,32,0
6.5316,31,0
6.53207,30,0
6.56309,31,0
6.57316,32,0
6.5748,33,0
6.5819,32,0
6.60107,31,0
6.60386,32,0
6.64067,31,0
6.6534,32,0
6.67914,31,0
6.69405,30,0
6.70204,29,0
6.72461,28,0
6.74723,27,0
6.75216,28,0
6.80656,29,0
6.80781,28,0
6.84656,29,0
6.85361,28,0
6.85502,27,0
