seed,dist,mu,s,t,d,a,wt.cells,mt.cells,weight
117369675,356.357142857143,251,4.44420678992684,10,0.194327024973371,0.754926393602022,18948,4511,0.00423845042682463
756002035,369.571428571429,251,2.61362682037383,10,0.371447385830069,0.747491660427822,5600,14183,0.0109489596923233
641127280,382.357142857143,251,4.00223480902735,10,0.121092034062997,0.768280438039463,15531,13583,0.00422027398307084
487983888,383.928571428571,251,2.5025705955585,10,0.553028605010282,0.784129008379741,733,25430,0.00512142797156711
61104481,388,251,2.0701115852574,10,0.640679965719429,0.75792519480483,2328,24743,0.0035176045598882
331140123,391.142857142857,251,2.27300358775589,10,0.796776375288809,0.936097216138542,1,28580,0.00673203123502378
707096857,393.142857142857,251,2.69149700640674,10,0.678233529154404,0.689413262734201,268,26733,0.00677312839619778
641682227,394.428571428571,251,4.17235069541752,10,0.318391494134581,0.540318580417893,3312,16151,0.00845250843805172
969703977,394.714285714286,251,2.52826340742015,10,0.329311416670242,0.957086303639073,11018,11984,0.00827167845915064
467136877,400.5,251,2.38447031954193,10,0.151006271830535,0.644881618317527,26324,3929,0.0300283393178031
243017673,410.214285714286,251,4.40513526982364,10,0.851111553197076,0.80383979612789,94,24689,0.0157331152264454
272247624,413.857142857143,251,3.64966538599535,10,0.404108727917887,0.620098617956299,3230,21030,0.0016500207433117
473145474,418.285714285714,251,2.28323673337612,10,0.259608080221885,0.753625654331093,12325,8676,0.00194106250930983
965362024,419.928571428571,251,2.55637659893918,10,0.355370445778041,0.696510548919147,10004,14203,0.00209297946672591
303217181,422.928571428571,251,4.16129918362633,10,0.491246110786333,0.947639724976863,2063,24099,0.00312874636700547
667706980,425.285714285714,251,3.19188328444422,10,0.836150912037654,0.803294941969043,29,28094,0.0171325442248909
884713889,425.857142857143,251,3.27980429636884,10,0.0816926780681949,0.830981735467548,27036,949,0.00260890886686413
772229784,428,251,4.28264041905572,10,0.393972826608219,0.716739047282044,4994,19547,0.00151552126700115
463208690,428,251,2.60652833421993,10,0.500308137063726,0.92635480098024,43,28418,0.00073677993172895
470872618,428.5,251,3.87277523877047,10,0.421307597421896,0.757831984817352,5523,14554,0.00121303595582074
154797786,428.642857142857,251,3.26704375179474,10,0.40703175486686,0.696878239287404,7505,11343,0.00553311605462017
279921931,431.714285714286,251,2.20348443577736,10,0.181860552908581,0.823601872897165,29822,836,0.000439358067592751
16576387,435.285714285714,251,2.92502347282056,10,0.373844967329674,0.566443808408245,15802,7201,0.00532644659396537
721128407,441.285714285714,251,2.60962259467032,10,0.53929807203906,0.717039915990716,580,29187,0.000704084595813654
200086724,442.5,251,3.88439811245512,10,0.459063657568607,0.867208273970924,2036,19342,0.00698226871176856
130442877,443.785714285714,251,3.83762149953069,10,0.674583083766224,0.535904771013462,1,30548,0.0054921149766963
731566674,444.357142857143,251,1.55517603558556,10,0.656475847636334,0.653356165852235,0,26750,0.00925100858895376
361062451,445.071428571429,251,2.31921561721431,10,0.713556477030113,0.932179085996952,48,28602,0.00278971671308908
111833394,445.357142857143,251,2.06263822584237,10,0.441509405835526,0.685610754982155,6445,15764,0.00289375927083219
333435812,447.214285714286,251,2.71370198019951,10,0.347697540007881,0.857335500684494,5270,17138,0.00223819907290494
25917664,448.714285714286,251,2.38836650411308,10,0.227085167240746,0.700346457128393,10288,11459,0.00225825948498245
540973626,449.642857142857,251,3.70280149259996,10,0.332236694677085,0.554543233258683,10303,9346,0.00207838766782699
824054062,450.714285714286,251,2.65419897138558,10,0.744493294760969,0.969622277662956,173,24201,0.0022278353546051
70458000,451.857142857143,251,2.41205175811863,10,0.334654613138904,0.690989582925506,18979,8653,0.00714161748612115
523773924,456.642857142857,251,3.47437591591318,10,0.693506015212628,0.76900890403138,40,28669,0.00547165964181945
261968006,457.642857142857,251,3.64211044200378,10,0.294868900712256,0.918547972225119,7437,15909,0.00142158648078085
68416298,458,251,3.48863644789614,10,0.646871092135854,0.650059941291718,78,29356,0.00313779003418472
405529347,458.071428571429,251,2.91984126846388,10,0.240428835971873,0.755090298293141,5472,22694,0.000257297680543829
132293254,461.642857142857,251,1.86432904114502,10,0.4619715257967,0.631249920899104,9403,13147,0.0161047920518524
361201938,462.428571428571,251,2.37917353212546,10,0.858082196312027,0.798059581134579,41,27789,0.00255052125633018
579047536,463.142857142857,251,4.43015769265947,10,0.171908610141389,0.768258369487152,8036,20397,0.00261401171680775
695129858,463.642857142857,251,2.87511045303298,10,0.495297660119976,0.682249365789011,1906,21438,0.00175106175059815
388530691,464.714285714286,251,1.9634214613625,10,0.300523176784649,0.644115024712549,5816,17416,0.00212848311366176
516377894,465.571428571429,251,2.86024356532075,10,0.414298649116037,0.73418859115232,36,28702,0.000900106442155001
953221202,466,251,3.17290306468739,10,0.461836293144849,0.704415611670032,1700,21862,0.00339205660443088
948887045,466.357142857143,251,3.74271331015106,10,0.474161717438511,0.599459865483095,422,25495,0.0114395633040996
729002157,466.571428571429,251,3.20235951612602,10,0.289498932146806,0.890544297562246,7755,12900,0.000615116083082741
438845319,467.928571428571,251,2.39523997937881,10,0.342927837908219,0.989400415590498,5250,26379,0.0100053107959139
752159295,470.714285714286,251,1.03105467953327,10,0.333809137667325,0.599507872851055,29150,79,0.00346084781321216
960648524,471.5,251,2.85761099163042,10,0.142093406217204,0.605213219089653,12550,15064,0.00362373894287924
220937588,471.928571428571,251,1.99285097965245,10,0.237129259096884,0.790968470091605,9671,15154,0.00146056274383661
604393326,472.642857142857,251,4.15888833299289,10,0.251820953976856,0.635620880983501,6335,15946,0.00623490944237878
668733821,473.5,251,2.24301802308912,10,0.680404095336075,0.788137463437909,396,26733,0.00744433829013822
180830864,475.071428571429,251,2.47279313510449,10,0.38167457489175,0.998783875788479,1624,27649,0.00237460575133385
869040609,478.214285714286,251,2.82648326514183,10,0.340760739471467,0.64964742310944,9635,17670,0.00268964968273241
605951415,478.571428571429,251,4.1245243250805,10,0.151583131248185,0.981067686584969,17941,9420,0.00378244846979091
243286533,480.071428571429,251,1.86016151924593,10,0.41159326626774,0.662160610751641,3736,21838,0.00209173131847039
519513737,483.071428571429,251,3.58138094448179,10,0.350029977674011,0.913139032569669,7449,12524,0.00219923039781049
807250210,485.214285714286,251,3.97204456494181,10,0.191227650695624,0.974843170715469,11804,10449,0.00333695021695702
59293505,488.5,251,2.66406991295955,10,0.386736226525883,0.564785569340574,92,29548,0.0133195164143405
663380133,488.785714285714,251,1.74408265685267,10,0.637482535940345,0.648405739053261,799,26411,0.000985437485827441
830844706,489.214285714286,251,4.2876269705954,10,0.799098241274847,0.947402961486062,8,26898,0.00277806103325756
447068894,490,251,3.41823135457323,10,0.283512106942882,0.547015965275248,2683,21713,0.00361444264153439
648096415,491.214285714286,251,1.49988812675365,10,0.347259927100459,0.752033960665145,18460,7824,0.00254480495862488
183897028,491.714285714286,251,2.98285013466404,10,0.547200704475086,0.765760677141472,257,29596,0.00422901657147604
455994478,492.428571428571,251,3.45909968848724,10,0.820513364343335,0.745420817974798,11,27554,0.00244622848171955
665268928,493,251,2.53116432224726,10,0.221649721273161,0.670623640505269,22691,5138,0.00244993176310151
402690200,493.071428571429,251,2.24448849193428,10,0.837944253948941,0.730438621342381,68,25111,0.00869342839605085
800170134,494.142857142857,251,2.92203729975497,10,0.789419179133635,0.960184663879149,50,25722,0.00731184583759735
529534412,494.285714285714,251,2.67386410289941,10,0.464882670688298,0.613107885653058,1942,21090,0.000709114485174154
416519077,494.285714285714,251,2.58506244064145,10,0.390031608673776,0.783306721682157,750,25480,0.000264632155502325
86949782,496.785714285714,251,2.49018082793545,10,0.552823091545914,0.69320620049887,4404,20260,0.00825633897888126
559618060,498.214285714286,251,3.12657760455624,10,0.673488103129342,0.634253223811802,7,27470,0.00503088659276906
8152952,498.5,251,4.23915570234887,10,0.891949247730255,0.667780541469353,9,27942,0.0128095426496919
604634039,498.785714285714,251,3.00372464704166,10,0.224171891260666,0.914375695116423,6713,13658,0.00113862755057429
879362878,501,251,2.57627428427972,10,0.347471773419251,0.960531617955902,5599,15888,0.0132238745416281
882720153,501.071428571429,251,2.72932568148216,10,0.396674462325266,0.567812510863079,5083,19583,0.00443491476397006
856641071,504.75,251,3.69587025168356,10,0.53152896027209,0.582530945690723,686,28770,0.000632202984421837
181767672,505.5,251,4.1389297158856,10,0.329933424532133,0.988947607681762,122,26964,0.0165691569993777
346959807,505.571428571429,251,2.10108159314122,10,0.461423486325591,0.950364517570027,7910,14821,0.0218959835949124
25972171,505.928571428571,251,2.89953827053174,10,0.561741512328352,0.822355891932859,8,30169,0.00240223908516888
562454212,508,251,2.45406896207667,10,0.475440643343295,0.804803107641225,871,28150,0.00254581537916311
381815925,509.285714285714,251,2.31237738664994,10,0.515895484641877,0.838798602610384,2472,21737,0.00398325490444587
287381138,510.571428571429,251,3.1083132261442,10,0.563099700774802,0.606254621484199,3092,16973,0.0022762535147558
296897561,511.714285714286,251,3.00575864126556,10,0.431148618092819,0.623786864276469,842,24207,0.00137527266957893
56269094,512.785714285714,251,3.06469055174096,10,0.593240460443447,0.75172145597742,954,19221,0.00251291201933894
955623490,512.857142857143,251,2.22934578107629,10,0.23882834478605,0.778633474745099,23009,3647,0.00066579277862881
869007595,513,251,4.18130101508873,10,0.638553011757735,0.576037675229861,68,29805,0.00173073728563407
343876378,514.214285714286,251,2.89223018247633,10,0.185926421539971,0.854016196896106,2970,26290,0.00247138050164311
