ID,birthrate,alpha,beta,aggression,mu,pushpower,N
1,1.000000,11874828486822605049677278467309234538370920507108820222683475062574359836369115066147690350165627330728113737239864439768512666464211664981387061304067107712104519940827477435132669031612416.000000,50134234567527801590786550229696787610722527818942033662805282952320333316031269693618591361322631023100360955670501055477471229894180664589590610607435000557566351711945097216.000000,1.000000,30.000000,4294967295,11616
2,2.000000,-0.000000,-0.000000,1.000000,30.000000,4294967295,12642
