ID,birthrate,alpha,beta,aggression,mu,pushpower,N
1,1.000000,0.000000,5709492920109427384277789183651537932192439067924064388112084373705292668681292175594090927876707991169982492581648099773029702612619745037514184972949010750955832760188775454598327268363579304967935075209691757296298575068659712.000000,1.000000,10.000000,4294967295,14454
2,3.000000,0.000000,0.000000,1.000000,10.000000,4294967295,8945
