ID,birthrate,alpha,beta,aggression,mu,pushpower,N
1,1.000000,0.000000,0.000000,1.000000,30.000000,4294967295,9863
2,2.000000,-2.000000,79947499506186796449389728496345327449078235214503540465317593066509926700055714260547021136847726020072425278265287521387395649476214303922160498900992.000000,1.000000,30.000000,4294967295,11335
