ID,birthrate,alpha,beta,aggression,mu,pushpower,N
1,1.000000,0.000000,0.000000,1.000000,10.000000,4294967295,18670
2,4.000000,1073389153431863066421096780230038902895804025885115306279684518642723499769827644233650679100933715470168686962006097483414825134910248556984814970478378896880941271366905129346429747103210517088495755200712005746950144.000000,0.000000,1.000000,10.000000,4294967295,6585
