ID,birthrate,alpha,beta,aggression,mu,pushpower,N
1,1.000000,0.000000,0.000000,1.000000,20.000000,4294967295,8504
2,3.000000,-0.000000,-0.000000,1.000000,20.000000,4294967295,10925
