ID,birthrate,alpha,beta,aggression,mu,pushpower,N
1,1.000000,0.000000,0.000000,1.000000,30.000000,4294967295,15167
2,3.000000,0.000000,79947499506183807688555424960811388629580199739858278292042446814646049212356683471794298844587008722471890282483701665898550682952551609640263635435520.000000,1.000000,30.000000,4294967295,7690
