ID,birthrate,alpha,beta,aggression,mu,pushpower,N
1,1.000000,0.000000,5709492920109427384277789183651537932192439067924064388112084373705292668681292175594090927876707991169982492581648099773029702612619745037514184972949010750955832760188775454598327268363579304967935075209691757296298575068659712.000000,1.000000,20.000000,4294967295,9569
2,3.000000,42396914474996548892554926961959003632047382940850724228756780396992782577892696377773026785620516812106252928244209312876041329094911844043505608221635415572380950050482683904.000000,363457476211645050869213941489759256846691040741127260574787545862061427221821562232873011262505195984996567683084293607519692488320351894295266284327353199254573231546726123697246044160.000000,1.000000,20.000000,4294967295,15478
