"seed","dist","mu","s","t","tend","d","a","wt_cells","mt_cells","weight"
967917311,5.923941227312,20,1.70642336748418,23.8254245616759,19.1516570158291,0.317814085598707,1,27150,0,0.0123057425603572
573456395,6.18813420621932,20,2.79996905852936,5.64794397375944,10.9692312835951,0.953043833797212,1,0,27978,0.0030906783976823
933097014,6.95934065934064,20,2.19931368328042,6.97545408790254,15.351183625025,0.639869664769587,1,114,26923,0.0114811074609774
128151755,7.25056285178236,20,1.95787834852221,3.66264022816459,12.0532698081803,0.568987388353685,1,328,26886,0.00767326623158232
576133715,7.43889860139859,20,2.4784462645817,11.9416617595468,17.0395169553749,0.577246139823064,1,4159,24199,0.0115190191946728
909985520,7.5562851782364,20,2.41480467772222,18.2558698484382,29.8558127978117,0.857000387384659,1,39,26479,0.00600750233748029
959388287,7.62527472527473,20,1.66324137065543,17.4136397668865,14.5909008247495,0.2662448653804,1,29236,0,0.0085492710395997
343469077,7.74562937062936,20,2.80798043550604,21.486596368024,29.8518822109505,0.947329320334373,1,3,27516,0.0183504353355244
716184709,7.87031772575249,20,1.8042278704045,13.9327253232068,13.5705961668323,0.320442261001056,1,28939,0,0.0125532935854504
812600853,7.87653359298927,20,2.969308546024,11.6108633833694,16.6899047757494,0.897508879935531,1,3,26219,0.0057827334263579
429522663,7.93746253746253,20,2.0299449195978,15.105258724911,24.3155089821671,0.700261210697617,1,58,25318,0.00931245382945948
731074850,7.97035436473638,20,3.27147599200234,19.8429715929405,24.3372464104091,0.945899976818881,1,3,26891,0.0121466789079906
980410594,7.99139676113362,20,2.35641034606905,17.4892078921249,24.607479377617,0.708256064219639,1,583,23722,0.00642262830278794
689895379,8.19510489510489,20,3.04876115728126,13.3516582770046,17.7609150830233,0.903420495074723,1,13,26697,0.0148209365634031
518078282,8.20054945054944,20,4.83102884726666,18.5550013178245,13.2906288277534,0.331511165114475,1,27279,0,0.0239463098471815
743030143,8.27265886287626,20,1.93402406335281,12.0639228380064,20.2025312398719,0.641348921820574,1,115,27770,0.00780804636192395
929032312,8.363041556145,20,4.05314920047321,26.2584067546991,12.4611994173519,0.321351953734391,1,27429,0,0.00841668446110196
215032460,8.41361626878867,20,3.14071480580886,9.68140862072381,14.9267000732182,0.912652673498072,1,0,28223,0.00794662726780542
403788824,8.41642178046672,20,2.7420785496258,16.1960852062266,21.9653067105906,0.962113520360612,1,1,28187,0.0154957045379414
999202676,8.44166666666664,20,2.25436488794461,14.7299459289648,22.1800608551235,0.690166777252632,1,283,25301,0.010539140697533
873911822,8.45109890109891,20,1.75069655197939,10.8618502769302,15.1024915345577,0.33533656802049,1,27243,736,0.0231073759705571
966897857,8.47400530503979,20,2.37435604245877,7.8471855565131,15.9302235240943,0.886808599515826,1,2,27498,0.00541994667323039
766456767,8.48597285067873,20,2.67612647891369,16.2213892763067,22.302219583276,0.823603348672298,1,191,25790,0.0056689223311695
939182658,8.5233173076923,20,2.66279114099232,13.0342301127341,18.3071406766849,0.664526741581867,1,956,20397,0.00422669581413722
542270877,8.5982713915298,20,2.18460291087542,13.0212010943953,16.2284931046594,0.334193746233039,1,27621,16,0.0157308835457639
66072917,8.61616358325218,20,2.95573393444464,26.6941142521413,31.4923406931884,0.888123714190984,1,92,25342,0.0223838408452894
574115950,8.68762157382846,20,2.94290012896036,10.2023582227216,15.8102744456223,0.944416504608308,1,1,28200,0.0161115555177855
815448690,8.73690579083838,20,2.07734072690402,18.0747701681066,24.9723061174507,0.703433468538051,1,14,27764,0.00694447541563288
