"seed","dist","mu","s","t","tend","d","a","wt_cells","mt_cells","weight"
572780856,13.3351851851852,23.9650999977311,2.27139845448031,3.2616571404933,9.88632473787149,0.535154139215824,1,0,25664,0.00702011374180918
537654284,15.462962962963,22.183029162039,2.48704674227825,22.6519736635903,27.808629932611,0.77677141101542,1,182,29084,0.00544567664831928
365767957,15.8205894066109,21.226890446597,3.91324816977873,26.7337211030691,17.5377707483907,0.352437867371818,1,28220,0,0.00553354809080836
923676242,16.0570806100218,26.3338932241677,2.00219603364829,17.7897469874586,13.0416898971152,0.237386623511529,1,26901,0,0.00540250021203617
181730886,16.4514991181658,17.9894903616324,1.80157613375114,20.0840019532585,28.5449560569717,0.672759019135725,1,1338,24527,0.00325550878082245
147604370,16.9939658759884,22.9555321351264,4.11067673928495,24.6106861876419,14.7855321652132,0.228134428581323,1,27733,0,0.00084842063723815
585403653,17.220189701897,31.7202793960787,3.3764498307587,18.9315959921011,10.5393197807301,0.0424660642802935,1,26724,0,0.005989073547173
16370014,17.6055695847363,24.1914141234624,3.19080491727917,22.8329211429075,18.202926016886,0.213279118330357,1,28027,0,0.00670802096656958
398209262,17.6611111111111,23.3980971517713,3.16944502683123,14.81396949797,17.0780871016779,0.294242116937406,1,28070,847,0.0016559739023397
271758781,17.7345679012346,22.2015945132352,2.51258716814424,4.56852163446159,12.0757447082633,0.73916400286965,1,609,25279,0.0148675616430304
765249798,17.8460998877666,19.6561679262787,3.71066147816261,25.5670581909336,17.0292882760236,0.408028899022122,1,28783,0,0.00348458476008525
768412921,18.3069193224232,25.3883261330465,4.33466378296304,29.8648487721855,12.5151088071737,0.15038655421021,1,28147,0,0.00276789711439396
38281480,18.633950617284,24.4819492666031,3.51244685656015,20.4269669548339,13.3590660977344,0.163846592211071,1,27887,0,0.00280717529742317
176924173,18.6470679012346,28.2312107571617,4.82599204845909,11.0733663801986,13.1563787191012,0.311223226691484,1,1086,25221,0.00222584258917478
778483038,19.0691900691901,23.4223346334208,2.82801463291976,20.5366102444629,13.3360159204039,0.216982659790191,1,28709,0,0.00223124101282997
997909096,19.1572340130393,27.4935183411218,3.70900297002784,25.5835521494187,15.127344552704,0.0500939417621255,1,28987,0,0.00712917079657082
