"epsilion"
2945.33733212344
1326.69966458125
1059.5923744535
766.85135456619
567.271539917172
456.202805778307
380.405047285127
328.252951243397
280.235615152678
245.106099475309
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
