"seed","dist","mu","s","t","tend","d","a","wt_cells","mt_cells","wt_clones","mt_clones","weight"
659938911,2.16470588235294,36.3560140127107,2.59562951237628,21.8464813466725,9.03530812050296,0,1,28109,0,849,0,0.00587336089666112
983573407,2.6144578313253,34.6343895520521,3.366308634917,15.4795495744081,10.2413976363305,0,1,28979,0,988,0,0.0049256140246999
969470932,2.69879518072289,38.1027073408832,4.46808991567271,9.38603720325773,10.0844798488916,0,1,29234,6,699,293,0.0109866397949308
447078380,3.01204819277108,39.9693463904436,4.70455941816015,2.49622300562941,4.75143519313895,0,1,64,29082,0,1167,0.0210362211706944
819017953,3.02631578947368,35.5403266228782,4.72690178080467,13.8330321911882,9.9499960796863,0,1,28682,0,877,0,0.008997489033183
85246498,3.07228915662651,37.8884764361874,2.82547605780074,9.44672151207002,9.66109762823152,0,1,29033,1,853,141,0.00826201047758484
46073239,3.08108108108108,32.8905446123292,1.05934726703696,19.5824938582532,12.2997294992382,0,1,29506,0,924,0,0.00731268253932116
236031641,3.08536585365854,44.6488521974862,3.07248400922543,14.9505005177265,10.9820806860116,0,1,28507,0,1114,0,0.00380447460157426
728663450,3.16216216216216,36.627658406562,3.07883499367181,16.5623976937587,12.7127251275061,0,1,28555,0,921,0,0.00154901825846008
235861122,3.34939759036145,31.6147037324432,2.2209598258734,6.12951402774111,10.6858816803578,0,1,16703,8856,538,194,0.0153063344579654
540493683,3.36144578313253,38.3435775445921,1.82873715383714,3.99193188720938,11.3951748783482,0,1,24630,4315,582,609,0.00698119187716937
892688194,3.46835443037975,36.523587967235,4.04980933741304,9.38943680300848,11.3871120936176,0,1,28853,1224,721,669,0.014702546181994
252558372,3.69411764705882,33.5741744456828,3.28931073740414,12.1304244258653,10.3281232894244,0,1,29018,0,904,0,0.00867175715172853
882706440,3.81927710843373,37.2444338057056,4.2204421884128,27.0295667281197,10.6246315213284,0,1,27738,0,1027,0,0.0121901464320544
545758128,3.89189189189189,35.0005979500068,4.19144934695844,10.6045810894283,10.7880147281252,0,1,28296,1,918,20,0.0107499537786365
292792476,3.92307692307692,35.3620535456287,1.041251109357,20.1092348160106,11.7815578146633,0,1,29268,0,1012,0,0.0110381893676933
398691879,3.93055555555556,36.3029409900711,4.5083271031701,19.8214051839474,10.3422043965904,0,1,28830,0,975,0,0.00610780177278835
525122585,4.03488372093023,29.2457821975818,1.81121028033593,17.7152064678578,9.21097087090842,0,1,28369,0,857,0,0.00944011044490222
565699918,4.03846153846154,36.5032801177502,2.30286055772566,20.3058306124405,11.325766852747,0,1,28490,0,929,0,0.0117467217933223
58643373,4.14444444444444,34.4870863480414,1.59160322728946,24.900446914423,9.38094222769446,0,1,29159,0,899,0,0.00552095924286145
449151804,4.18181818181818,35.2997855747998,2.0873452147304,1.12279702097139,6.25623466718323,0,1,208,26666,0,1127,0.0162221511077789
765170596,4.18666666666667,35.5160339589086,1.21910274168469,17.1107466706588,10.917789608529,0,1,28195,0,958,0,0.00850199794132065
255008715,4.19230769230769,35.9460147707134,4.4244902912757,26.9985887372226,12.6414470704881,0,1,29828,0,951,0,0.0100686186799905
932617716,4.22,44.5953103478984,2.86286978318595,5.5535194740795,9.66561186928961,0,1,839,24939,0,1351,0.00669563142219367
208552743,4.25316455696202,35.91321290561,2.52392029807902,18.1572521060657,10.0241370678184,0,1,27959,0,935,0,0.00626491828977187
414017220,4.28378378378378,29.0029733196175,3.25931689174036,28.9912896069879,11.1029305321485,0,1,28913,0,806,0,0.00783672957843878
53224239,4.30588235294118,42.2174025807526,1.55464731758444,12.7973996115497,8.73423153117411,0,1,27996,0,1284,0,0.00755146400999287
693946363,4.31944444444444,42.0130373895258,3.4867443497688,17.680506390224,10.0995925875373,0,1,29002,0,1085,0,0.0069105104793886
