14,10,2,6,.2,200,1532525897
15,20,2,8,.3,200,1532526122
16,25,2,10,.4,200,1532526341
17,10,3,15,.5,200,1532526424
18,20,3,13,.5,200,1532526643
19,10,2,15,.6,200,1532526864
20,10,3,20,.6,200,1532526915
21,15,2,20,.7,200,1532527036
22,25,2,20,.7,200,1532529152
23,10,1.5,20,.8,200,1532529464
24,10,1.5,25,.8,200,1532529577
