"epsilion"
6807.13015888487
1904.61623431073
1772.25957466732
1613.24579652327
1426.05609987826
1045.77626670335
713.938372690528
575.798575892647
456.059206682641
390.941172045105
349.217697146064
305.358805342174
NA
NA
NA
NA
NA
NA
NA
NA
