seed,dist,mu,s,t,d,a,wt.cells,mt.cells,weight
440159416,957.190476190476,438.949374759803,2.45287627261132,20.5513300008606,0.725354694062844,0.898770096478984,1,28532,1
454868741,974.922222222222,423.76619524532,4.53736165259033,15.560869343346,0.608822855399922,0.956477148225531,1206,23189,1
387503419,983.666666666667,380.999012209708,4.54670413583517,14.7959217950702,0.340703883441165,0.995327547425404,9733,15129,1
624947901,1012.4,242.062707538251,2.91651076264679,22.1506249823142,0.591633767820895,0.736403988441452,18231,6008,1
982875455,1057.02777777778,564.889581332449,2.14078831765801,17.63039233163,0.0373265973757952,0.866675061872229,26438,0,1
250019625,1083.61111111111,402.890870653559,3.45706990174949,11.0430624007713,0.558619767427445,0.800136524252594,791,22109,1
216780692,1117.03333333333,350.892554488033,3.3808404430747,1.57557744998485,0.983824443537742,0.898359496146441,1,25785,1
588385766,1122,94.4988866474014,1.85990582406521,6.36036345711909,0.639518281677738,0.447448496473953,96,20459,1
757646907,1133.44444444445,280.319550096523,1.04971068538725,19.9525079994928,0.450476519064978,0.505326615879312,26752,182,1
740007483,1133.86111111111,256.920807884075,1.19128621276468,2.69311351818033,0.613468272611499,0.774613092187792,7255,18187,1
271274354,1150.90476190476,493.087735946057,4.83090438134968,18.6035825589206,0.969458660343662,0.648986679967493,3,28944,1
90166844,1178.78571428571,442.495481701102,4.37659276649356,9.40496582607739,0.0713399935048074,0.896348966751248,11868,11596,1
106837887,1181.36111111111,357.246561061591,1.8755970671773,27.9143614168279,0.325281916651875,0.867112895706669,26799,0,1
70948920,1182.97777777778,331.426505388226,1.81864865217358,20.6105519426055,0.242101865820587,0.914326990721747,26205,0,1
38902204,1192.65873015873,475.398037739797,2.3179348660633,24.5152904291172,0.128269222797826,0.623703319346532,28097,0,1
707045764,1213.67361111111,459.904357822379,3.44558956846595,26.0567094571888,0.158879686612636,0.930025898152962,29101,0,1
319301782,1223.27777777778,640.328216569498,2.56843784172088,10.7965703413356,0.118532596854493,0.558042421238497,28917,1,1
630713766,1226.4126984127,69.8262217971496,4.7219819733873,27.3276428314857,0.171885101124644,0.385048893513158,27572,342,1
216607429,1229.19444444444,276.071652987972,3.1200002040714,19.6054044307675,0.411014450481162,0.998418838251382,25918,57,1
861541199,1234.88888888889,519.244473929983,3.96237670630217,23.3248088259716,0.0298863460775465,0.987653005868196,29455,0,1
613297997,1278.92857142857,508.381191711873,1.90103281568736,5.29582108254544,0.307010905118659,0.711947624571621,227,26956,1
97965629,1281.66666666667,57.2820147294551,3.10578244738281,28.128793600481,0.969198666978627,0.392323720734566,1,24283,1
472958747,1285.08888888889,63.7065070464742,3.13719094917178,16.1022989016492,0.171862563351169,0.115365521749482,26069,128,1
136230499,1286.21111111111,458.688154331874,3.6088905306533,7.82609746581875,0.0825178232043982,0.952711409889162,10023,15606,1
907235816,1290.94444444444,421.918045128463,2.17530705127865,25.0523609335069,0.235008395742625,0.973492798162624,28969,0,1
404794796,1292.94444444444,342.454112611478,3.1077773142606,11.3108571108896,0.278172246646136,0.704382679192349,8245,12385,1
886381166,1297.11111111111,339.488699368434,2.87894472945482,11.3262292400468,0.780147430021316,0.983386610401794,227,27747,1
83059724,1310.88888888889,412.219593917485,4.80718593206257,8.91293115890585,0.580720319412649,0.541192930890247,107,26544,1
624922059,1317.47222222222,233.800444549182,2.79807486198843,24.9872872333508,0.529880946967751,0.688674045028165,28234,0,1
432554533,1321.88888888889,393.990213891957,4.37654398754239,5.2925927604083,0.55405075289309,0.786374145420268,144,23792,1
351188184,1340.91111111111,44.4214174170047,3.8735789116472,29.750236654887,0.463947740383446,0.312394866487011,18074,5048,1
415345228,1343.11111111111,451.97496765689,4.45997974742204,15.8566037507262,0.975569910602644,0.612641672370955,39,26757,1
921588575,1343.30555555556,201.372823239537,1.98034821357578,28.245673794765,0.775483225239441,0.972750633955002,3843,17765,1
800035107,1344.61805555556,534.76934893569,3.37072533275932,19.9407848138362,0.103650695644319,0.843759658746421,28879,0,1
217283060,1357.89682539683,372.595656782854,2.67322306614369,12.0299597934354,0.567054592072964,0.81775519461371,0,28995,1
956652047,1368.31746031746,255.690965788206,3.79161246679723,15.0455452166498,0.383115306729451,0.857309670886025,28199,15,1
458249017,1375.96825396825,537.0185802544,4.76494861766696,3.86789139709435,0.0303036645054817,0.769552520941943,152,24781,1
270449081,1384.25,357.750376065495,4.28023301623762,29.3913827436045,0.916667187819257,0.883977265097201,351,22398,1
895714027,1385.33333333333,61.2028767543379,4.76278514973819,22.5338530491572,0.696159152081236,0.224189581582323,303,21690,1
