seed,dist,mu,s,t,d,a,wt.cells,mt.cells,weight
541029295,737.055555555556,434.352638006293,1.83555360519925,4.40011445450992,0.597608340592118,0.971227120291895,0,30619,0.0997797010049662
876128467,750.444444444444,417.191348257011,1.56910219815411,5.65784897682429,0.54619336065259,0.620012597399541,1216,21393,0.00130829688888223
463692785,759.111111111111,489.740501918844,3.16195232712895,25.740354177185,0.150961638016485,0.62461606561595,27944,0,0.00330835980325522
494646483,774.111111111111,104.409199503782,1.51518343190591,19.8695696310718,0.248367965685675,0.488388953750799,25912,74,0.00377920358512962
811259357,787.777777777778,585.987220522083,4.33528922750939,11.3154327900275,0.243238891603806,0.815863978090456,6478,23916,0.00470010975488285
663999596,813.5,369.450349613639,4.31088142941079,20.0648652059024,0.465921213527182,0.792050435275678,9684,11369,0.00165115522214647
636858469,833.277777777778,484.84314574387,2.53410384425061,16.1931145885354,0.221050200835171,0.534457093986005,29880,0,0.00174748325127722
31318509,836.055555555556,106.730123839735,2.41113485366567,7.24361716503107,0.436702939539036,0.312633810131116,388,21357,0.00280651694562852
276786959,842.5,659.737656461405,4.31405302256992,18.8735154198307,0.0190542959738533,0.546879216350817,30203,0,0.00672575573754437
523959720,846.833333333333,99.8450498138225,1.43382812964925,9.18813028901104,0.600084713452398,0.127991010380707,2104,17963,0.0265163993350452
337873823,856.555555555556,369.123900111641,2.37634398769804,19.9559377958071,0.677346491679128,0.613746790110631,2111,26995,0.00347324585938368
916651827,877.833333333333,94.9309610714626,2.74904005980438,9.30118003745572,0.738791868988911,0.370471766670649,1,25259,0.00572189710472373
426704363,880.166666666667,380.332825466168,2.65303633742204,26.4664817714035,0.419543430149776,0.590140368752691,31885,0,0.00293883296590115
706972656,881,515.255523864528,2.81263153624965,12.1186809699615,0.41976694245268,0.669768410684898,2557,21695,0.000344235842813498
386499707,900.444444444444,549.266344065022,2.56223543342029,13.0561286236345,0.135892211542637,0.903327216696484,27872,0,0.000305652772323555
666845545,910.611111111111,111.02643910093,2.18802663251295,5.7898328975367,0.214041432579219,0.45709490863548,589,25090,0.00201254539246077
725452047,913.222222222222,437.203062844408,2.43507972563899,7.07517512770588,0.691823209812999,0.685815122637632,27,27399,0.00201659097905571
438082094,915.555555555556,519.962607025238,3.66016414809791,11.1146744019637,0.216551237461551,0.899200446798085,1558,21475,0.000436858141764634
984090292,920.888888888889,399.019641417278,3.84674364624402,20.4522519736908,0.738310149405168,0.653800842962333,1637,27777,0.00397842449520115
298979703,928,69.2234311986134,3.41711379609433,22.5060716643474,0.408048461788715,0.422064404420635,22262,3312,0.00149722432828073
285265318,944.277777777778,598.72591940574,2.81083523816605,17.9997421305623,0.150922481837531,0.574840515979407,27411,0,0.00241395322485144
368605884,949.777777777778,552.981555209025,2.98526912901659,29.9123844548338,0.196762596495218,0.921083206265119,28850,0,0.00103336349732962
232432723,951.055555555556,382.157847929329,4.11403360195544,17.3235197505207,0.513027122375474,0.554575427912511,7645,11974,0.00308614276304801
184583592,955.222222222222,84.0687412950004,3.78709847078757,22.1622241613002,0.623557823922682,0.262904026650543,423,20371,0.00849853206478159
303164979,957,583.236513025778,1.76347402510194,21.5351956431131,0.276778405639113,0.880385792161991,29775,0,0.00096055767094917
796965473,966.277777777778,369.648699986952,1.51656618917765,11.5876268072966,0.665267775224154,0.836004032315571,2426,24557,0.00245965643022996
97079976,967.777777777778,519.363770265364,2.88792241179395,13.0036987373308,0.530161909927187,0.757338704829576,1264,25077,0.00200809777378072
656975806,969.055555555556,306.058611493615,3.82647241725283,21.0891490133227,0.713807776262726,0.669615514140357,12721,18416,0.00511562467551173
938444335,978.555555555556,111.612517944654,3.70462979697717,15.3246005421247,0.571993775901662,0.257871883809723,12,22097,0.0189963629999034
119677358,982.555555555556,405.885452756477,1.4829549577856,10.9593947521103,0.439536999520773,0.711330641339794,6607,17494,0.00854585408898758
13823452,986.277777777778,633.022625032553,4.4725167570537,29.7807645037521,0.684769566107677,0.886614471557992,212,21346,0.0122900455386887
52924150,989.333333333333,409.154562910339,1.79883392920567,4.17574090002432,0.532234420083481,0.566119852534859,507,28122,0.00631005082670899
751201364,995.444444444444,542.814423893702,2.25195150628307,12.7304423616085,0.245599016689355,0.959887926918582,30121,4,0.00768499671325657
834391004,998,494.120308655898,2.77288551391176,9.60308026094829,0.48138190620001,0.984449183479151,1904,24111,0.000823165153894708
337293131,1001,607.594609392088,2.15657742178932,11.3549150947153,0.09263827196298,0.558994475549444,27162,30,0.0033610356642392
965686446,1004.38888888889,427.090522916757,3.47885803068151,19.0282626871746,0.625963161397373,0.704985059763078,412,26135,0.00280893304873662
483237409,1004.83333333333,435.801699373611,2.01003967936936,9.61816514370784,0.4664497208379,0.862117299655879,5763,14832,0.000609938738987231
854892240,1021.88888888889,378.532067745336,3.84521860010939,17.81401520395,0.296386810837011,0.788721392079568,28473,0,0.000558305900333716
714243840,1023.05555555556,478.439385892027,1.97844067756739,12.0781094373708,0.261717237578563,0.753704835597279,7807,16771,0.000971488164022518
718773640,1024.16666666667,494.718710113288,1.70818105537223,4.75360141754755,0.139425953221821,0.84218047366723,5407,20157,0.00891973123423503
76543128,1027.72222222222,520.636085783746,2.53315689272749,12.9309148734995,0.563412501144221,0.987858172373862,1414,26554,0.00408057920428916
447880387,1029.11111111111,429.661690472515,3.62102099944422,19.7063846909363,0.594656741076525,0.546104220709165,2391,19237,0.0024114651470036
450698591,1031.27777777778,388.567191430484,4.037410605508,24.2953510091031,0.406763521951319,0.802468090833266,30108,0,0.0406653028049158
962227169,1034.44444444444,410.929314934919,3.27466724412025,12.9324645869827,0.546109187298379,0.880276702517884,3236,13897,6.54876132671248e-05
924359292,1037.88888888889,462.653189227265,3.255422934777,19.892092570449,0.156104257083229,0.87085723579153,28882,0,0.0014483165823213
