"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
2.59094577326504,3.11594287495776,3.69010839949181,4.29180614660075,3.8347098977628,3.07040713912667,3.54668859642343,3.61785848258331,4.06559958677684,3.52933421483429
2.09582919151347,4.80563211242808,5.12687039040388,5.08993123725655,5.3637486891166,5.32068604599069,5.21650265982871,5.12814781378228,5.22615537465162,5.20575642918491
2.28849295388909,4.64637493106185,5.43156515196126,4.53348651701977,4.57390424036184,4.41775961319762,4.95596610157898,4.96164287308146,5.29734839330018,4.71231365679323
2.67245205756811,5.64210953456241,7.7616042156245,7.14764296813992,7.1132130574024,7.0411859796486,7.09869706354624,6.82241892586493,6.71321085621478,6.79543228941323
2.52731082378088,6.16590625942367,7.41546357283211,7.27387104642363,6.9996785640485,7.08473005837202,7.87148016576298,6.96028735039007,7.05555809273795,7.33839219447966
2.17876111586378,6.95468187626149,8.47891502493096,8.34583129472433,8.41320985118046,8.38325115930568,9.03944135442008,8.8981458742819,8.62570576822558,8.79607867177187
2.19906798439703,3.28717203687303,8.29048249500594,10.1048849572867,10.6006367733264,10.3722755458964,10.6377629227202,10.7615101170793,11.0141363710461,11.0330911353075
2.10838800983121,2.14716091618677,3.97086892254076,6.38537391230929,7.60792350119269,8.13389820442818,8.62885855719052,8.6123399839997,8.66508511210363,9.55510858127735
2.2349496638627,2.258982071642,2.30228147714392,2.20429126931991,3.49755628975432,4.43571865654259,8.01381307493505,8.74707379641901,9.23765121662428,9.612840371087
2.24902200967443,2.20737400546441,2.20737400546441,2.27116710085366,2.27418117132299,2.16900899029949,3.22930333044141,3.94915180766706,4.6367337641922,5.88995755502533
2.21384281284828,2.19795359368664,2.22800359066138,2.19984090333824,2.20626381015508,2.27802546078836,2.20190826330254,2.26669362729064,2.24601869983311,2.30360586906702
2.20635445928346,2.20635445928346,2.20635445928346,2.20635445928346,2.21149270855682,2.21149270855682,2.21149270855682,2.25379679651915,2.24768770072713,2.2152652211417
2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799
2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799
2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799
2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799
2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799
2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799
2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799
2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799,2.21167357446799
