"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
4510.31562088508,3403.46162017438,4111.70487754168,4084.51845386944,4207.99774239483,4473.26256774628,4713.3212281787,4579.92718282726,4877.62329418745,4839.22462797502
4459.71972213501,4045.54013699036,4060.36993388533,3417.059700971,4103.56393882196,4077.46097467529,4322.03493738771,4234.07557797449,4352.24631655884,4309.4623794622
4915.59904792895,2903.59225787644,3747.40643645709,3613.13285114179,3463.38042958033,4254.40947723653,3383.90011672922,4243.41183483291,3632.028221256,3963.21876761806
3876.10435876022,2119.73040738675,2144.82097154984,2560.37614424131,3274.67464032688,3231.71425098198,1702.26319939074,2252.41093053643,2715.69199284455,3353.36055323611
4526.13455389917,1887.94809250678,2439.34007469233,1680.56210834351,2055.61742549532,2089.39847803142,2304.05946103828,2262.78744030455,2014.36739449386,1648.78864624912
4820.62018831602,1473.5732082255,810.079008492382,1582.99494629642,1516.34066093342,893.064387376409,706.864909300214,713.920163603746,1193.09471543545,1571.02800738879
4643.62078555086,2203.64606958559,0,1310.44076554417,811.190483178889,774.705105185192,1371.16556257806,759.009222605365,785.524028913184,827.36690772595
4727.76776079367,4782.51074227753,2282.32315853825,1300.98923900238,1368.76732865743,818.877280183057,553.179898405573,637.954543835217,821.938562180897,550.894726785436
4625.06043203762,4641.4121773443,4634.90161707884,4733.20229865574,1960.42673925857,1626.16758054021,227.688383542068,595.321761738978,2038.40599488914,1182.19499237647
4639.90280070607,4807.38879226551,4807.38879226551,4709.3359404485,4545.67255749906,4804.45470370988,1589.34892330161,1398.85131447199,1628.49930918008,936.727281549972
4585.77256304758,4696.43779901321,4572.08059858966,4719.19982624173,4689.41627497496,4502.48220429576,4741.45051645591,4730.57026160694,4669.27232018009,4576.8427982617
4658.99613650838,4658.99613650838,4658.99613650838,4658.99613650838,4675.28009856094,4675.28009856094,4675.28009856094,4647.22035199537,4661.52346341837,4638.64484521072
4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299
4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299
4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299
4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299
4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299
4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299
4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299
4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299,4636.89141559299
