sim_id,statistic,observed,expected,variance,p_value,tumour
157,531.603450680278,0.941240462684865,-6.25003906274414e-06,3.13495536837541e-06,0,T2
158,527.98885157148,0.934841046463222,-6.25003906274414e-06,3.13495887298173e-06,0,T2
159,534.436588209932,0.946253020990217,-6.25003906274414e-06,3.13493058856983e-06,0,T2
160,541.829545302352,0.959347491317319,-6.25003906274414e-06,3.13496128127285e-06,0,T2
161,518.600707657291,0.918216339962808,-6.25003906274414e-06,3.13494362880757e-06,0,T2
162,500.296783502256,0.885806814396039,-6.25003906274414e-06,3.13493644631766e-06,0,T2
163,528.735265616693,0.936162625434326,-6.25003906274414e-06,3.13495881984488e-06,0,T2
164,512.005349253334,0.906540140949071,-6.25003906274414e-06,3.13495325772445e-06,0,T2
165,539.974398931344,0.956061978580058,-6.25003906274414e-06,3.1349558799677e-06,0,T2
166,520.828143852132,0.92215659603606,-6.25003906274414e-06,3.1349192087707e-06,0,T2
167,537.617470687628,0.95188724210094,-6.25003906274414e-06,3.13494530881058e-06,0,T2
168,519.600960916715,0.91998923362199,-6.25003906274414e-06,3.13495635978992e-06,0,T2
169,513.484440641133,0.909157181688276,-6.25003906274414e-06,3.13494078382985e-06,0,T2
170,533.717742894752,0.944981213791455,-6.25003906274414e-06,3.13493696654634e-06,0,T2
171,518.584338434224,0.91818760997201,-6.25003906274414e-06,3.1349453562986e-06,0,T2
172,529.179320277252,0.936948596385849,-6.25003906274414e-06,3.13495705312988e-06,0,T2
173,507.707368493964,0.898927526689121,-6.25003906274414e-06,3.13493445489742e-06,0,T2
174,545.408678033601,0.965679239537591,-6.25003906274414e-06,3.13492621804543e-06,0,T2
175,539.949244465748,0.956017141987253,-6.25003906274414e-06,3.13495392176789e-06,0,T2
176,510.526590836687,0.90392184020246,-6.25003906274414e-06,3.13495297482351e-06,0,T2
177,532.321647175505,0.942512580255164,-6.25003906274414e-06,3.13495864694844e-06,0,T2
178,541.770222974862,0.959242227977431,-6.25003906274414e-06,3.13495978914685e-06,0,T2
179,510.323038054811,0.903559577984796,-6.25003906274414e-06,3.13494009757828e-06,0,T2
180,519.823233158552,0.920381725418815,-6.25003906274414e-06,3.13494914449675e-06,0,T2
181,525.926713059875,0.931188659838264,-6.25003906274414e-06,3.13495077759917e-06,0,T2
182,523.956219993757,0.927700624359739,-6.25003906274414e-06,3.13495671561615e-06,0,T2
183,495.89552423193,0.878012742767594,-6.25003906274414e-06,3.13492708293127e-06,0,T2
184,490.850313692714,0.86908127606895,-6.25003906274414e-06,3.1349375039251e-06,0,T2
185,531.838695868302,0.941656989382031,-6.25003906274414e-06,3.13495540932719e-06,0,T2
186,544.033933000739,0.963250562956264,-6.25003906274414e-06,3.13496142477687e-06,0,T2
187,498.789827532002,0.883137602157411,-6.25003906274414e-06,3.13492910964725e-06,0,T2
188,530.426809139716,0.939155573840023,-6.25003906274414e-06,3.13494501877414e-06,0,T2
189,538.354794416372,0.953193925199461,-6.25003906274414e-06,3.1349531637102e-06,0,T2
190,544.711171465823,0.964448950765407,-6.25003906274414e-06,3.13495675328734e-06,0,T2
191,539.412194509335,0.955064954299622,-6.25003906274414e-06,3.13494540245369e-06,0,T2
192,539.043022275328,0.954413343209135,-6.25003906274414e-06,3.13495878444197e-06,0,T2
193,526.371812751164,0.93197575040223,-6.25003906274414e-06,3.13494409249641e-06,0,T2
194,522.071533564113,0.924363626004364,-6.25003906274414e-06,3.13495665752243e-06,0,T2
195,532.283070343565,0.942439666194656,-6.25003906274414e-06,3.1349279734587e-06,0,T2
196,532.994860048679,0.94370325278651,-6.25003906274414e-06,3.13494997209e-06,0,T2
197,497.085877274783,0.880119261695712,-6.25003906274414e-06,3.13491933600556e-06,0,T2
198,530.196699383454,0.938749583413585,-6.25003906274414e-06,3.13495461477279e-06,0,T2
199,513.251233111288,0.908746467321246,-6.25003906274414e-06,3.13495594457753e-06,0,T2
200,539.812521880582,0.955775519386158,-6.25003906274414e-06,3.13495691107762e-06,0,T2
201,550.697820957181,0.975045179582777,-6.25003906274414e-06,3.1349334853716e-06,0,T3
202,550.669725627834,0.974995844820091,-6.25003906274414e-06,3.13493612261168e-06,0,T3
203,547.380029624066,0.969170934725336,-6.25003906274414e-06,3.13493446439762e-06,0,T3
204,549.036026899079,0.972103174520877,-6.25003906274414e-06,3.13493558058786e-06,0,T3
205,550.284009684965,0.97431287190851,-6.25003906274414e-06,3.13493590462654e-06,0,T3
206,552.051164767638,0.977442737671404,-6.25003906274414e-06,3.1349422236847e-06,0,T3
207,548.619778081549,0.971366039989875,-6.25003906274414e-06,3.13493471043436e-06,0,T3
208,536.993380728478,0.950780115684043,-6.25003906274414e-06,3.13493128470853e-06,0,T3
209,535.634240865874,0.948373120873652,-6.25003906274414e-06,3.13492773127397e-06,0,T3
210,551.937615468446,0.977241613418265,-6.25003906274414e-06,3.13494173288614e-06,0,T3
211,537.749708251781,0.952118599635502,-6.25003906274414e-06,3.13492700647354e-06,0,T3
212,551.479097481408,0.976429559925326,-6.25003906274414e-06,3.13494037002805e-06,0,T3
213,540.087170253615,0.956257386725347,-6.25003906274414e-06,3.13492793181328e-06,0,T3
214,551.223420496306,0.975976747624857,-6.25003906274414e-06,3.13493962036082e-06,0,T3
215,538.691322090632,0.953785947212271,-6.25003906274414e-06,3.13492800566479e-06,0,T3
216,552.164336257849,0.977643078250395,-6.25003906274414e-06,3.13494197846479e-06,0,T3
217,544.46108098552,0.964001672461334,-6.25003906274414e-06,3.13492766188782e-06,0,T3
218,551.709425738432,0.976837232730141,-6.25003906274414e-06,3.13493946537683e-06,0,T3
219,550.895650866879,0.975395743975288,-6.25003906274414e-06,3.13493536125809e-06,0,T3
220,552.181060622918,0.977673211697964,-6.25003906274414e-06,3.13494532398834e-06,0,T3
221,550.819582654086,0.975263181995658,-6.25003906274414e-06,3.13494900646914e-06,0,T3
222,551.814823818069,0.977023853253738,-6.25003906274414e-06,3.13493949881446e-06,0,T3
223,545.184013745132,0.965281044598614,-6.25003906274414e-06,3.13492355122172e-06,0,T3
224,551.437543297362,0.976355894172857,-6.25003906274414e-06,3.13493978629922e-06,0,T3
225,553.169358168899,0.979423474632606,-6.25003906274414e-06,3.13494791891658e-06,0,T3
226,544.955163623191,0.96487615133992,-6.25003906274414e-06,3.13492551527161e-06,0,T3
227,551.740665695711,0.976892621610085,-6.25003906274414e-06,3.13493995418616e-06,0,T3
228,552.417187312614,0.978091324468552,-6.25003906274414e-06,3.13494552991228e-06,0,T3
229,551.712045192215,0.976841787796125,-6.25003906274414e-06,3.13493893343844e-06,0,T3
230,539.094204821634,0.954499949697202,-6.25003906274414e-06,3.13493240198735e-06,0,T3
231,541.376727669831,0.958539950734299,-6.25003906274414e-06,3.13492341043451e-06,0,T3
232,551.826693847945,0.977045020034879,-6.25003906274414e-06,3.13494046132663e-06,0,T3
233,542.782728624156,0.961030798204941,-6.25003906274414e-06,3.13493268935544e-06,0,T3
234,551.592805071061,0.976630668744162,-6.25003906274414e-06,3.13493896316261e-06,0,T3
235,551.154668287617,0.975854748645127,-6.25003906274414e-06,3.13493789869881e-06,0,T3
236,551.496803617848,0.976460724095458,-6.25003906274414e-06,3.13493917639861e-06,0,T3
237,537.895754420893,0.952378755521608,-6.25003906274414e-06,3.1349373459577e-06,0,T3
238,545.118545605283,0.965165279788172,-6.25003906274414e-06,3.13492453352428e-06,0,T3
239,551.450824299848,0.97637932857128,-6.25003906274414e-06,3.1349392685489e-06,0,T3
240,533.550939408718,0.944684046478282,-6.25003906274414e-06,3.13492482640018e-06,0,T3
241,543.151601846776,0.961683740007244,-6.25003906274414e-06,3.13493154466072e-06,0,T3
242,544.293493666081,0.963704347662925,-6.25003906274414e-06,3.1349237630896e-06,0,T3
243,551.930306788511,0.977228654416916,-6.25003906274414e-06,3.134941614684e-06,0,T3
244,551.509113886003,0.976482903486741,-6.25003906274414e-06,3.13494163639385e-06,0,T3
245,550.456737422596,0.974619317871415,-6.25003906274414e-06,3.13493988379882e-06,0,T3
246,543.253147508657,0.961863511654185,-6.25003906274414e-06,3.13493139838469e-06,0,T3
247,541.50913337417,0.958776138727745,-6.25003906274414e-06,3.13493488203688e-06,0,T3
248,550.495896909378,0.974688015416088,-6.25003906274414e-06,3.1349357842123e-06,0,T3
249,542.660747072176,0.960813774644076,-6.25003906274414e-06,3.13492586246419e-06,0,T3
250,535.935833957747,0.948908026713183,-6.25003906274414e-06,3.1349337660893e-06,0,T3
251,553.483523119071,0.979979881001707,-6.25003906274414e-06,3.13494889581879e-06,0,T3
252,545.739853027721,0.966268224999481,-6.25003906274414e-06,3.13494319378866e-06,0,T3
253,552.856951010331,0.978869764436902,-6.25003906274414e-06,3.13494427548572e-06,0,T3
254,540.702749259677,0.95734887189174,-6.25003906274414e-06,3.1349381337061e-06,0,T3
255,540.155491387567,0.956378499057956,-6.25003906274414e-06,3.13492888104744e-06,0,T3
256,545.904229399763,0.966556943382544,-6.25003906274414e-06,3.13492812729105e-06,0,T3
257,551.043884833179,0.975658897596253,-6.25003906274414e-06,3.13493982291835e-06,0,T3
258,551.085495111077,0.975732297547693,-6.25003906274414e-06,3.13493806088547e-06,0,T3
259,546.473397852399,0.967566065493363,-6.25003906274414e-06,3.13493699138773e-06,0,T3
260,551.585952941214,0.976619091027816,-6.25003906274414e-06,3.13494252302033e-06,0,T3
261,551.936742678663,0.977240261474168,-6.25003906274414e-06,3.13494297369673e-06,0,T3
262,540.43107231005,0.956869601430613,-6.25003906274414e-06,3.13494962758209e-06,0,T3
263,537.945649266276,0.952466042920349,-6.25003906274414e-06,3.13493039994093e-06,0,T3
264,543.197762403777,0.961765190985862,-6.25003906274414e-06,3.13492972131629e-06,0,T3
265,551.326843377101,0.976159684538497,-6.25003906274414e-06,3.13493845674986e-06,0,T3
266,551.522776069204,0.976506604853867,-6.25003906274414e-06,3.13493849940723e-06,0,T3
267,551.641525104499,0.976717225684016,-6.25003906274414e-06,3.13494085315564e-06,0,T3
268,544.996876526445,0.964951403998626,-6.25003906274414e-06,3.13493459207242e-06,0,T3
269,552.134691545165,0.977590781774438,-6.25003906274414e-06,3.13494320834786e-06,0,T3
270,536.632594872621,0.95014191771202,-6.25003906274414e-06,3.13493524388625e-06,0,T3
271,551.751358015368,0.976911621779166,-6.25003906274414e-06,3.13494039448016e-06,0,T3
272,531.201440034384,0.940524384684126,-6.25003906274414e-06,3.13492679801903e-06,0,T3
273,552.20966155697,0.977723246468264,-6.25003906274414e-06,3.13494144170721e-06,0,T3
274,540.19078253186,0.95644058375334,-6.25003906274414e-06,3.13492625331043e-06,0,T3
275,519.762247741491,0.920271000341185,-6.25003906274414e-06,3.13493043870443e-06,0,T3
276,552.732009104397,0.978648937888443,-6.25003906274414e-06,3.13494679178746e-06,0,T3
277,529.724869473207,0.937910837475555,-6.25003906274414e-06,3.13493233274031e-06,0,T3
278,543.507160534093,0.962312691120308,-6.25003906274414e-06,3.13492768900313e-06,0,T3
279,552.167211050859,0.977648577792458,-6.25003906274414e-06,3.13494460466962e-06,0,T3
280,538.359548930985,0.95320206478568,-6.25003906274414e-06,3.13495133076102e-06,0,T3
281,532.422540024316,0.942686607936981,-6.25003906274414e-06,3.1349279769291e-06,0,T3
282,547.606485750961,0.969571447587115,-6.25003906274414e-06,3.13493158930027e-06,0,T3
283,552.518416830405,0.978270189638737,-6.25003906274414e-06,3.13494316135573e-06,0,T3
284,536.141571680538,0.949271624395916,-6.25003906274414e-06,3.13492929943851e-06,0,T3
285,530.846572884086,0.939896167381414,-6.25003906274414e-06,3.13492746974191e-06,0,T3
286,551.261335509835,0.976043495521446,-6.25003906274414e-06,3.13493715673965e-06,0,T3
287,535.357494745674,0.947882886402523,-6.25003906274414e-06,3.13492617459208e-06,0,T3
288,551.434317974005,0.976350044912567,-6.25003906274414e-06,3.13493889637987e-06,0,T3
289,540.713823621742,0.95737011998633,-6.25003906274414e-06,3.13494887477212e-06,0,T3
290,552.030903722227,0.97740685887146,-6.25003906274414e-06,3.13494219120743e-06,0,T3
291,551.536638256336,0.976531300623449,-6.25003906274414e-06,3.13493947351017e-06,0,T3
292,552.342144608287,0.977957837532668,-6.25003906274414e-06,3.13494156785249e-06,0,T3
293,543.636681793007,0.962543179015222,-6.25003906274414e-06,3.134935252124e-06,0,T3
294,551.66936191547,0.976766542109908,-6.25003906274414e-06,3.13494104074912e-06,0,T3
295,544.172133307156,0.9634901558568,-6.25003906274414e-06,3.13492822324566e-06,0,T3
296,535.567683710882,0.948255053720025,-6.25003906274414e-06,3.13492625766175e-06,0,T3
297,538.355257332426,0.953190241705989,-6.25003906274414e-06,3.13492354341508e-06,0,T3
298,551.721710591435,0.976858838007833,-6.25003906274414e-06,3.13493852836906e-06,0,T3
299,538.263911000503,0.953029778786179,-6.25003906274414e-06,3.13493191362362e-06,0,T3
300,546.351397615565,0.967347925614877,-6.25003906274414e-06,3.13492319064589e-06,0,T3
301,551.77551663329,0.97695411657253,-6.25003906274414e-06,3.13493859826563e-06,0,T4
302,551.73652450609,0.976885108883244,-6.25003906274414e-06,3.13493879611803e-06,0,T4
303,555.764180266672,0.98401883038763,-6.25003906274414e-06,3.13495441652315e-06,0,T4
304,551.981983861458,0.977320069881344,-6.25003906274414e-06,3.13494108379256e-06,0,T4
305,551.87496272843,0.977130569924193,-6.25003906274414e-06,3.13494101413553e-06,0,T4
306,552.232430413634,0.977763865264756,-6.25003906274414e-06,3.1349433961658e-06,0,T4
307,554.885151422169,0.982463655049997,-6.25003906274414e-06,3.13496217533169e-06,0,T4
308,555.651950083984,0.983819707631197,-6.25003906274414e-06,3.13495180225161e-06,0,T4
