"seed","dist","mu","s","t","tend","d","a","wt_cells","mt_cells","wt_clones","mt_clones","weight"
374729626,0.783251231527094,20.2789666902075,4.24736529433796,8.3869259867211,10.4072903679435,0,1,25128,3860,518,93,0.00624046655613465
132245350,1.17391304347826,19.6968744805634,3.64382003054444,6.26843161876804,9.45287481681072,0,1,13524,9221,87,705,0.00418781428993608
51673473,1.34090909090909,21.713275872325,3.16014033351735,2.99066772211078,6.80521576455213,0,1,1351,25464,2,718,0.00403613041144046
329224913,1.35,20.2939774925069,3.65991027597408,1.01857656160218,3.91622952072494,0,1,127,27274,0,674,0.0331532552205641
309907910,1.37566137566138,22.5073966047626,3.19047320694191,25.6440779649432,14.2576728098671,0,1,27813,0,650,0,0.0105530579519305
243961661,1.41545893719807,22.11466784382,4.76480630349472,11.0222831549147,9.63952824003791,0,1,29232,0,667,0,0.00395786749487514
957168981,1.41578947368421,23.7917156438262,2.5889305891971,5.12404964319407,8.58053327961279,0,1,21607,2732,274,542,0.00206078678117032
112143354,1.4375,25.3926223351024,2.66820758989442,3.34698192997931,7.90686618289819,0,1,2057,24423,1,764,0.0112570059134007
761488218,1.46610169491525,20.5749137491041,3.02399964728124,6.3573976781464,10.0278207488483,0,1,8405,12439,117,607,0.00687910527515611
128043400,1.4758064516129,24.4912718156027,2.87609639885975,2.76912998497293,6.13881822947701,0,1,133,27789,0,794,0.00450016400459929
899230279,1.52401746724891,22.9964382701566,1.09759402417523,17.9978016521205,10.1232925562634,0,1,27552,0,712,0,0.00632417988769113
198740058,1.57677902621723,20.2131958360173,4.5391727959381,4.0890531585587,6.6199303409411,0,1,350,25195,0,811,0.00317405415897454
37494631,1.605,21.0651969015301,3.30423598853859,16.996001120038,10.496284110753,0,1,29893,0,649,0,0.00434347489901838
926744938,1.63299663299663,23.3088121501934,4.68288307519144,6.28259710459087,8.36209814208681,0,1,2145,18729,1,1028,0.0662093165778748
618366848,1.66836734693878,22.5901409937579,3.40919497015976,10.5530936579954,12.7935246717468,0,1,27181,2248,665,69,0.0037349775629224
789767651,1.69288389513109,17.6186312355579,2.47931960596487,5.0521975956447,8.67329500734575,0,1,6952,14600,181,668,0.0181403356097231
263488118,1.70531400966184,24.1609789375968,2.04339089891307,21.5928022937705,10.4852456750068,0,1,28825,0,788,0,0.00488947912615335
660237687,1.72081218274112,23.1047619433228,4.14287738767267,26.2928734926637,11.4822647651922,0,1,27873,0,656,0,0.00759529051342445
739539579,1.72596153846154,22.3321129585925,3.75134371860782,11.5441119232358,10.6195155316947,0,1,28012,0,678,0,0.00568441769002017
149769650,1.74311926605505,24.9201229006424,3.09560229290197,3.46895399464493,7.62499956344811,0,1,4865,20267,0,932,0.0073947498327364
715830238,1.7554347826087,21.796406217131,2.61007228810768,8.17386578846309,9.23458655306594,0,1,28130,81,479,35,0.00412336845957275
298100108,1.79695431472081,20.8465241895011,2.91327308132344,7.04458247303742,9.1093544343532,0,1,28262,753,567,49,0.00502923293601634
144316723,1.80487804878049,20.4688969783201,1.88456712142318,5.04771362242819,9.9745363703931,0,1,28144,29,625,39,0.0203002246332843
976290735,1.82478632478632,22.6356724453679,4.55145067157446,3.55316491722461,5.9734026672894,0,1,902,27070,0,893,0.0120574757501484
729960636,1.82914572864322,20.7013846361467,3.9846745486089,28.0090894797928,11.6125858023437,0,1,28330,0,602,0,0.00823571640311457
846918450,1.83980582524272,21.5149159069951,3.34960106805221,8.33482872062059,10.893621562455,0,1,9377,14194,0,725,0.00344708239811952
628297765,1.84803921568627,19.5357731774699,1.54901263718624,21.3800629357328,14.5467093706894,0,1,27896,0,724,0,0.00722933277878486
