"seed","dist","mu","s","t","tend","d","a","wt_cells","mt_cells","wt_clones","mt_clones","weight"
109053855,0.698275862068966,22.5057679486303,2.97989414860546,1.15993893496354,4.76377627030501,0,1,50,28613,0,726,0.00443150641326855
653188330,0.942148760330578,19.9803031494886,3.72095165224902,7.4543647046356,9.72605937672319,0,1,10723,13513,3,813,0.0110591759285703
163277468,0.947115384615385,19.5456179756996,2.8278051757494,7.10542049700586,10.3310859790137,0,1,12151,8755,361,125,0.0120485362911397
408594066,0.969849246231156,21.8811218745986,2.30661134971611,17.739017983926,12.8609390179191,0,1,28140,0,844,0,0.000632560998837003
450223485,0.980295566502463,23.171437971749,2.17620757181671,8.84972120744153,9.58566766727011,0,1,27536,15,578,59,0.00504695809304529
329875550,0.980676328502415,22.7509492176401,1.2721113405281,12.9480117510712,13.1008786466249,0,1,29044,1,619,62,0.00816322583646872
345810038,1.0521327014218,24.3442566327849,3.39862173641924,1.41147179012433,4.49962732252473,0,1,25,28078,0,695,0.0159540924868067
155381545,1.05755395683453,23.0821195423299,3.00228244067134,6.67515962571574,10.6862017385541,0,1,1274,27415,1,816,0.0017337146631819
414735336,1.125,22.9286735473148,2.75048269087238,23.3331972626568,9.43451634961319,0,1,28482,0,978,0,0.0051591239397037
306667846,1.14406779661017,21.9763635186901,4.62428557258385,2.29110875784154,4.43915170397626,0,1,169,29432,0,711,0.0077149702827437
934007565,1.18018018018018,22.5026550660627,2.07783561333353,12.082945862259,10.9558256625331,0,1,28170,0,734,0,0.00603195583712753
682482992,1.19367588932806,21.9122494199626,3.52934118803147,7.69919396969028,11.7461307839955,0,1,1895,21410,0,733,0.0063670384636919
830402996,1.20444444444444,22.6594028851217,2.09409588504657,3.54311027241476,8.55117913410224,0,1,4127,20418,24,873,0.0150883341712168
466044612,1.215,26.4009737231671,2.44021295215099,17.4321625767853,12.4867387873985,0,1,26681,0,744,0,0.00133462452225577
368437513,1.22488038277512,22.956796918695,3.20437699371463,12.7485802389009,10.1736239969625,0,1,28321,0,742,0,0.0077779706832472
916187887,1.2319391634981,23.7621485116111,4.23550451358625,4.6843612090243,6.95098698046383,0,1,376,24937,0,955,0.00233483520562479
984844577,1.23369565217391,23.985981713025,3.40253201581547,23.7574045275996,10.6259246087689,0,1,27916,0,778,0,0.00936352429216526
988292112,1.23529411764706,20.9817263371575,4.00493960445988,7.57673993723203,10.015544003311,0,1,3177,22236,24,686,0.00698156783732488
364098581,1.24590163934426,24.3818459053958,2.72686187819756,2.38044397483346,6.10050999468426,0,1,238,27711,0,837,0.00967201725174154
881793648,1.25523012552301,22.3600071429257,2.69623848524448,4.93868977925425,8.70025120863971,0,1,2714,24502,0,850,0.00285311132644971
339106708,1.26984126984127,20.9317055701139,4.07615256106608,6.70193753666227,9.0026736757571,0,1,17458,4988,51,821,0.00794687661110356
487314412,1.27118644067797,20.296134798781,2.97737024515894,4.73564781622818,8.10159459114901,0,1,5241,18015,0,792,0.00505888163935942
63575125,1.27722772277228,19.1060418342773,2.39853168017773,3.62188314948668,8.45265846578203,0,1,20002,8506,403,68,0.00210586373879817
728048907,1.28643216080402,22.043135303506,2.91913807013034,17.4520416861398,11.3369560849225,0,1,29503,0,662,0,0.00198160681732294
907024920,1.29032258064516,24.6738836966822,3.86347836027163,7.81694587192511,9.40578768748905,0,1,27597,11,621,208,0.00406798699588233
628877595,1.29353233830846,21.7960085255769,4.82481800909447,7.41799962736818,9.55514116349536,0,1,20482,4323,556,81,0.0148991704879385
