"epsilion"
76.5
33.775
14.75
8.75
6.22413793103448
5.05769230769231
4.29310344827586
3.83720930232558
3.55737704918033
3.29411764705882
3.01818181818182
2.83333333333333
2.64516129032258
NA
NA
NA
NA
NA
NA
NA
