"seed","dist","mu","s","t","tend","d","a","wt_cells","mt_cells","wt_clones","mt_clones","weight"
292669450,1.46296296296296,8.45231532238967,2.86963226022393,2.77441228515895,6.54747824613989,0,1,537,26106,0,299,0.00362788198164401
341992038,1.48076923076923,10.5932135684464,2.29398902258789,6.53015516418193,10.1807138991959,0,1,24422,4749,148,186,0.00670177649025227
985302190,1.50793650793651,8.61608630909359,2.86619355711047,4.55614103402309,7.70202248985517,0,1,598,27461,0,290,0.00107258827839345
631800647,1.55172413793103,10.9176681002331,4.46694313828292,16.1443184868915,9.6135968456483,0,1,30048,0,323,0,0.00422914816512653
56826132,1.55737704918033,8.33382575038237,4.97466469116038,7.00695877850048,9.29420548712593,0,1,634,26064,0,327,0.00531132775681796
368613359,1.61016949152542,10.6150998185545,4.872997637527,4.07012034348733,6.0697438011244,0,1,1296,27573,0,382,0.0088928738643996
98578560,1.62962962962963,10.101424643035,3.13086880957744,3.74665912723089,7.44605361977407,0,1,287,26940,0,296,0.00882979141589473
469694077,1.62962962962963,9.09741739174859,2.66925525590523,18.9306834337171,10.1482316853151,0,1,27874,0,257,0,0.0177293007551588
15697616,1.63636363636364,10.0178584885463,3.81471276662452,20.937989654131,9.33776252960996,0,1,29270,0,246,0,0.0274058481783734
988269525,1.64814814814815,11.1665610859814,2.3640621728606,8.34247569619426,10.3598455136454,0,1,29216,179,189,75,0.0119254045330199
234648258,1.6875,9.4756733286582,4.14383082323778,4.9823808956283,7.36443267936734,0,1,2539,24222,2,349,0.00182647704670972
214285044,1.68888888888889,11.9044401516923,3.91679628391881,15.198220329734,9.69730293609845,0,1,26154,0,333,0,0.00169616251494001
337511039,1.71428571428571,8.93903879367447,1.3311472602778,2.0799080836121,8.96768040833803,0,1,21586,7921,198,61,0.00293235162001956
609121130,1.72222222222222,10.9797752193193,3.13432662340559,2.60298617855681,6.32648351825852,0,1,345,26816,0,326,0.0040198300090315
43745006,1.72413793103448,7.70024555800996,3.69744347400869,8.74018420640173,11.1689086171151,0,1,22532,3677,122,170,0.0111773074736616
173282668,1.77049180327869,8.93604291047865,3.03336519437529,5.47339254560835,8.84093942385888,0,1,5492,20725,7,251,0.000994360957250033
231726319,1.77777777777778,11.0049079619287,4.22743922826153,2.71675999928852,5.25610560345594,0,1,94,27092,0,239,0.0109525323006474
964695279,1.77966101694915,10.4419637782671,1.49751325959177,15.9231115421284,9.71386595967044,0,1,28873,0,272,0,0.020712785796793
716198210,1.78181818181818,10.4164318892456,2.01890176757947,1.73974561801958,7.76546493817221,0,1,214,28139,0,259,0.0376801254236733
307596757,1.79032258064516,8.72499876481125,3.6531611273021,3.38529159427613,6.08054924056157,0,1,183,26951,0,280,0.0120105257074489
719916659,1.7910447761194,11.3128986859781,3.54531274425778,7.65305243762771,10.0646560640378,0,1,14988,10888,214,76,0.00253883811753459
368364620,1.82142857142857,9.745036571215,4.18977680526018,19.395706304301,9.87656330504147,0,1,26418,0,246,0,0.0113306678566171
807865729,1.82258064516129,8.90134761408362,2.97758205279988,5.06179271665479,9.3147007593613,0,1,4481,20777,6,261,0.00536715140286505
732010550,1.82456140350877,8.36686868085855,2.02336291287869,4.91321416940512,9.38640504791646,0,1,15677,10174,89,189,0.0239855553338261
612085530,1.82692307692308,9.88353897286243,1.58227428417856,6.74367623460893,12.1951870776511,0,1,21053,8052,152,87,0.018812122623634
825731812,1.83333333333333,8.49856353912829,3.82767468172638,4.7096888986188,7.18846573741726,0,1,1694,24899,0,305,0.00373199884299817
508162451,1.85,8.74322294163172,4.44809291763819,6.64957446254966,9.21952742368811,0,1,455,25872,0,273,0.00340965202086177
20667736,1.86153846153846,9.25016663328026,4.75149829873208,3.53677500822365,5.74933276866645,0,1,124,27622,0,265,0.00432341120336152
597957135,1.86274509803922,10.5163462796542,3.62173215024787,25.3954879904576,10.1215025233472,0,1,28256,0,297,0,0.00233974816249391
988360227,1.87037037037037,8.73693498234093,2.56190237936952,4.05101744579676,9.47515290370307,0,1,32,28063,0,249,0.00288862686236371
960321496,1.88,9.64053923808006,2.42612634926339,13.0309836205836,10.2638240877789,0,1,28766,0,261,0,0.00261263076505433
289886898,1.88461538461538,10.6438027566743,2.90993411941517,8.41698193527423,9.98341703952514,0,1,26939,234,233,86,0.00248234956600277
620315410,1.89230769230769,9.0440444661204,4.11943458614691,5.51836092496118,8.60315495433729,0,1,2813,22446,0,283,0.00501112172419514
217627705,1.89285714285714,9.19275099501431,2.76978478180841,3.72247489510963,8.1842060945919,0,1,384,28811,0,267,0.00104472088980016
550039891,1.89795918367347,8.14439443145071,4.56039127836711,9.86109354046815,11.8329634843207,0,1,23195,5405,187,29,0.00376335687228164
35757200,1.90163934426229,7.76862002507561,4.43890684810998,1.49906101019007,4.14005860876217,0,1,96,26812,0,222,0.010106444788884
288556662,1.91379310344828,8.63594170659894,3.4221996410664,3.38040147789615,6.49689598918715,0,1,372,26582,0,276,0.00299462709091049
363801142,1.91803278688525,10.1659061734162,4.85232986199392,7.5833587391247,9.2929591869961,0,1,14998,11366,32,326,0.00513347031800883
949936645,1.94230769230769,8.97872176670829,4.13271490010422,8.9796111018044,11.0084010793185,0,1,21978,4927,181,26,0.000448687170829951
240329981,1.94545454545455,8.28366821093088,3.3934594027911,3.26825824306317,7.28232718815104,0,1,122,27964,0,256,0.00502099746724366
360650296,1.94642857142857,8.91532188986623,4.7034988981271,7.67900334209596,10.441196151784,0,1,12381,14791,89,263,0.00359581402019896
903937455,1.94827586206897,9.43959113388863,3.67225152604939,6.64834362072661,9.3996943194617,0,1,9455,16050,118,242,0.00374521975362473
616965108,1.95161290322581,7.86463701214698,2.26244941713093,3.69900381940582,8.58584339649998,0,1,3524,22616,8,261,0.00207552409661108
561716736,1.95238095238095,9.03692789214114,3.37117791351566,8.56726752066482,11.2117275299797,0,1,17230,9270,161,54,0.00735863553260096
740245547,1.95555555555556,9.49332371529562,3.50885577807809,7.76422263343887,9.96575407606976,0,1,23212,4090,196,102,0.00726355200955604
725339665,1.95918367346939,8.92519781772526,4.90420263292306,7.28336186400646,8.98557471357442,0,1,24795,3662,268,28,0.174377208006592
646942591,1.96491228070175,10.0221150341935,2.45907253580945,8.67131556234719,12.3103405547182,0,1,19284,6963,172,49,0.00334450050747539
746679517,1.96551724137931,8.41659168637421,2.55511695655467,7.42253097952961,10.3274971682195,0,1,28349,233,173,78,0.0017564756408358
903648021,1.9672131147541,8.62568764588356,2.3164638313749,10.9165340325891,10.6371985656693,0,1,28896,0,211,0,0.00186688274263844
154586567,1.98360655737705,9.16803109802295,4.37116580864206,1.32917548390022,3.9036266956152,0,1,188,27427,0,271,0.00260128475283439
946241342,1.98387096774194,8.23622159382306,3.46454650431691,3.71915121834271,7.19387438559329,0,1,1669,23836,0,297,0.00608079770599974
15247341,2,8.08875078048531,3.14267734672827,8.16662831682594,10.6740065064918,0,1,20927,6764,125,177,0.0138467455260831
708837107,2.01754385964912,8.488118143642,2.67594191592666,5.07986176961554,9.59287522132796,0,1,9397,16322,30,274,0.00778134303204838
104640683,2.02040816326531,9.73010230290706,3.91154889682005,12.463479132907,14.4185565261014,0,1,20763,6069,73,285,0.00224714188928167
82626132,2.02777777777778,9.64122337460838,4.8621797014357,7.72588732618096,9.8324480238598,0,1,13429,15105,33,337,0.0295277214284674
634815300,2.03030303030303,10.3839670314924,4.06471952470534,6.42380043287938,9.33648654702191,0,1,2495,24955,1,304,0.0127075705320669
635616841,2.03174603174603,9.48202557200457,4.31181996661008,2.59663533525426,5.81643013938725,0,1,364,27773,0,296,0.00711412532054803
617178999,2.0327868852459,8.49062367744244,3.25733286308632,5.42492533811181,8.66607319604436,0,1,1123,24391,4,301,0.0130110285547796
910748851,2.03389830508475,9.56711185609063,2.2905662625923,7.64568838639515,9.77922068994368,0,1,27079,54,214,39,0.000446131017577016
757714832,2.03448275862069,8.39582779666771,4.44662720443075,2.20642364458465,4.70229649897149,0,1,94,27719,0,254,0.00551382705966712
826245699,2.03448275862069,11.0939970268742,2.93588302365919,7.0977756912303,10.0383214106136,0,1,27521,420,248,51,0.00552045727372061
962739645,2.03508771929825,9.6472570297295,3.85963486190453,2.46556254485763,5.4942816037872,0,1,231,28864,0,297,0.0110625078083642
202347757,2.04545454545455,8.6261638734399,4.62292763278664,5.53424402016707,8.15443543559127,0,1,743,27276,0,257,0.00537447057300858
375643439,2.046875,9.92046264633723,2.98451619708844,5.77475330314042,9.13481088997545,0,1,6191,20862,5,386,0.00056590297864878
863015584,2.05172413793103,10.9827642420626,3.03301632667721,21.9693537773022,10.5059441891798,0,1,28509,0,298,0,0.0085073832960656
955362419,2.05555555555556,9.27965900623593,3.55404328652028,3.1923443372003,6.53651128668305,0,1,305,25834,0,263,0.0112319381407356
448175268,2.05882352941176,9.3444439002751,2.2682813285867,10.9657630097719,11.3298465572251,0,1,29084,1,260,0,0.0109992733044787
639136449,2.06122448979592,9.54316354308595,3.27421973707302,9.72721789722956,12.4217457953893,0,1,20832,4708,171,79,0.00995720183994301
596979814,2.06779661016949,9.45148519844432,2.92513670109558,4.10859963247848,8.38176423046708,0,1,23,28337,0,244,0.0179959057177971
577358280,2.07692307692308,7.44084808588172,3.67293970659677,5.86190730728624,8.66658423082026,0,1,960,26449,0,319,0.00723941261265503
878197188,2.07936507936508,9.26958077473105,4.42261737525733,4.23902839378859,6.57095405107478,0,1,636,26780,0,314,0.0174989187167176
969891362,2.08771929824561,9.80421786863247,2.44004628147654,2.42381638092465,6.80774757035231,0,1,468,27494,0,279,0.000429852047524863
14647298,2.08928571428571,9.7765719491399,3.1473392533952,8.43056881409949,10.4413369825271,0,1,27158,75,213,41,0.00940605588053402
973909221,2.09259259259259,12.2539203224978,2.22147384120595,29.5873710091885,9.52046712019225,0,1,26887,0,275,0,0.0414369805983962
