"seed","dist","mu","s","t","tend","d","a","wt_cells","mt_cells","weight"
452859773,2.18333333333333,10,4.19361135110063,9.47374014910115,11.3124907119144,0,0.742676495987324,26770,1499,0.0137805417937196
353982678,2.29232209737827,10,1.71726858448461,11.5562029109344,12.4591142610813,0,0.469095780031921,28969,6,0.0122256203540594
417512067,2.45104166666666,10,3.1598814078777,9.62388709624229,10.6775886308651,0,0.442369018108213,30090,1,0.0112694668377724
486733260,2.45992907801418,10,3.91529428524212,12.3443266273323,11.7242448324627,0,0.94572150572089,27995,0,0.00793793166384186
759902782,2.48258426966292,10,1.66711641153245,4.09086081892762,10.3348431684468,0,0.821769091040811,8656,18280,0.00442097805666831
568473582,2.50909090909091,10,4.07856485847462,7.13336838446672,9.10251380636685,0,0.393035172179757,19218,2616,0.00264242886686722
600876612,2.52572463768116,10,2.88332782528073,7.39134641014136,10.3747446011579,0,0.562354786887512,15546,13167,0.00386239302647592
766179460,2.52764227642277,10,2.88414239946442,3.98678081438123,7.96240459375129,0,0.561330789543526,1604,25019,0.0035375516455185
322885847,2.53257575757576,10,2.85786006916759,6.45184694690329,10.3227362553397,0,0.682011455620084,25659,3064,0.00689495995232834
775627799,2.57777777777778,10,3.39075913390573,7.61158902342958,10.1660289666625,0,0.532754971824589,26556,2667,0.00389941759867559
173978512,2.58033707865168,10,4.57722722892577,12.938262374919,9.37127615338292,0,0.997187252580779,27417,0,0.0319679825335994
143092698,2.59848484848485,10,1.14743637161593,8.25726408927912,10.4884900432986,0,0.51457654569037,28611,45,0.00951678295941118
383619440,2.61666666666667,10,3.39427842105261,8.14239383624113,12.1170921345172,0,0.353968548301573,3425,22171,0.00797458359616473
142574417,2.65392156862745,10,3.73178202703424,7.02182164400028,9.58651560698429,0,0.387464094481269,24468,3694,0.00490434917582974
442307333,2.67820512820513,10,1.35099949770352,3.29692939312466,10.5522460739251,0,0.901421247256473,20256,5009,0.0955902606232519
279048528,2.69120879120879,10,3.72085110495996,3.4634489948647,9.93964083012781,0,0.541018541667737,12,29749,0.01404608872162
321714157,2.69147286821706,10,4.2664130442434,4.71787775718683,7.0581301003743,0,0.612241461058359,177,28702,0.0312255735811095
177412595,2.6936170212766,10,1.65678259013336,10.4019607147414,11.5808400317025,0,0.537472176454156,29795,8,0.00311764997725345
155561972,2.70864978902954,10,3.01299876243496,8.31910647989546,9.93951242099673,0,0.398677298645644,28052,1,0.00435854257400352
764934215,2.7140350877193,10,2.04059142415746,4.93859062118794,9.56139617038359,0,0.61246655009267,17821,11659,0.00234159817649128
717318346,2.71701030927835,10,2.39315678761684,8.63585875195438,10.9807587974562,0,0.450696082980481,29646,84,0.00253925669035399
275847531,2.73275862068965,10,4.93544288992985,4.92782593302939,7.61684200837908,0,0.347198937653645,1230,26981,0.0187666867383433
