"seed","dist","mu","s","t","tend","d","a","wt_cells","mt_cells","wt_clones","mt_clones","weight"
244728419,3.09401709401709,8.00866847182624,3.29597350209951,15.2461200414691,11.0856475221121,0,1,27029,0,210,0,1
899218195,3.1743119266055,7.04561716760509,4.01024390850216,7.89776568114758,9.53632217049059,0,1,22532,1792,173,35,1
390901341,3.23611111111111,15.3455592945684,3.48885717429221,26.1356079913676,9.82533194907463,0,1,27475,0,457,0,1
214561809,3.25903614457831,14.5810095728375,4.29752044286579,3.26151208672673,5.76423208624974,0,1,221,26101,0,524,1
705697763,3.35483870967742,12.2738882375415,4.75866824667901,18.3536066783126,11.6296934468986,0,1,29007,0,431,0,1
462478925,3.42063492063492,15.0865510790609,3.76163563318551,17.4053603208158,13.7837389062185,0,1,28963,0,457,0,1
606089052,3.44628099173554,12.6123968013562,3.64638861641288,29.2328111364041,12.5057423338238,0,1,28990,0,366,0,1
330109255,3.79230769230769,13.3179645016789,1.64477442577481,25.6205045972019,14.4688885424239,0,1,28403,0,390,0,1
68168234,4.00793650793651,14.9173658671789,4.05870358273387,21.1254847317468,11.3377618791802,0,1,27961,0,423,0,1
952799868,4.6969696969697,4.89633631845936,3.46217240486294,4.37930559180677,8.59539160931405,0,1,2257,20607,0,190,1
270915191,5.05,6.73481765855104,1.31023872923106,25.4755858820863,9.46768778862292,0,1,28942,0,187,0,1
14907825,6.31736526946108,22.8579316618852,4.87890795338899,9.33491213642992,10.2686015519381,0,1,28854,172,469,191,1
817756128,6.55938697318008,27.0415640419815,3.02884812839329,7.64657062990591,10.3757773940231,0,1,2719,19402,101,1041,1
857698750,6.77927927927928,25.9105040559079,4.53203941788524,5.83111335011199,8.03699633054916,0,1,2737,23456,0,1099,1
251421580,7.07894736842105,18.6302430012729,4.04370985552669,27.6893079343718,8.72651541860588,0,1,27948,0,496,0,1
410186864,8.11851851851852,20.0661330851726,2.22383761033416,23.2543347040191,9.1016155458784,0,1,28687,0,601,0,1
465546923,8.38190954773869,29.3665535957552,3.11448722612113,11.3789708646946,10.7253045859926,0,1,26330,0,1118,0,1
698460477,8.62025316455696,27.0736653879285,1.48817580379546,11.6260125846602,12.6837881530401,0,1,26995,11,531,272,1
197938678,9.25146198830409,28.1905983006582,3.66451573371887,17.2317292871885,9.61139955332178,0,1,28699,0,856,0,1
332253638,9.55294117647059,3.06132403854281,2.92208834737539,27.8904811292887,11.0852519283288,0,1,29053,0,94,0,1
206828331,9.80568720379147,31.1744488892145,3.98999231588095,22.9526039354969,10.1314912758311,0,1,28829,0,1088,0,1
772613497,9.95454545454546,2.37172284326516,4.05034216679633,28.1263024173677,9.5002549070187,0,1,28338,0,78,0,1
213590246,10.0285714285714,24.1340435647871,1.4400648092851,15.8600936555304,11.1412323979696,0,1,29368,0,761,0,1
817612607,10.4268292682927,2.5268472051248,1.98197313491255,22.8826473949011,9.7736631315542,0,1,27994,0,78,0,1
238635908,10.5611111111111,33.0069992889185,4.838244818151,17.5426293718629,11.5061625302329,0,1,28355,0,847,0,1
782714570,10.7622377622378,24.1709775535855,4.45929379854351,27.5390488032717,9.24274782646153,0,1,26622,0,768,0,1
748377740,10.90625,42.9610702136997,3.48733940068632,2.0208094001282,5.0864742066223,0,1,225,28291,0,1855,1
592668885,12.4473684210526,38.3942404447589,4.19679045397788,2.58792003476992,5.94770460266403,0,1,264,27441,0,1589,1
742207887,12.6768292682927,33.2824015913066,4.45717107225209,24.8611381363589,11.8248034394259,0,1,28538,0,971,0,1
703374312,12.9095477386935,38.2470201002434,3.12279125396162,13.912297220435,10.1800983998973,0,1,27808,0,1204,0,1
334131830,13.3293413173653,33.4632702982053,1.95259686000645,20.133071443066,12.9697312844519,0,1,29382,0,1066,0,1
952704467,13.3333333333333,1.05918945046142,1.72529302630574,20.9618562287651,10.4415618660549,0,1,28025,0,44,0,1
738963790,14.0422535211268,1.22476038569584,1.36915270704776,9.73501618462615,11.9378094918158,0,1,28279,62,37,0,1
275231724,14.1197604790419,35.3064237362705,2.37604841496795,21.1713559913915,10.5663581639786,0,1,27378,0,1171,0,1
524282744,14.1623931623932,46.2158729804214,2.01621762756258,10.8365449006669,11.1325016072705,0,1,28473,1,1148,185,1
486568047,14.3727810650888,35.1249785199761,3.48028231039643,6.36475756787695,9.68600840305999,0,1,20986,5809,55,1110,1
290670044,15.2576687116564,35.3020676109008,2.81078475341201,11.0861373774242,11.2577207529116,0,1,26557,1,872,155,1
410511366,15.4261603375527,45.0303277738858,4.38220505882055,17.4969728961587,12.7947496082427,0,1,29068,0,1608,0,1
787644115,17.515625,48.7786886682734,3.66107509937137,23.4741741088219,10.430056120869,0,1,29304,0,1483,0,1
271989387,17.7172011661808,72.3936990322545,4.2481628479436,5.13861131086014,7.55881332672786,0,1,402,25104,0,2540,1
825855437,17.7236363636364,57.7296992605552,3.22813376132399,9.37496869312599,9.82512225071309,0,1,27626,4,1512,239,1
726307277,18.2139303482587,57.2812277588528,1.52891235332936,24.9584400891326,9.02830559803431,0,1,26005,0,1699,0,1
124003892,18.3413173652695,40.1308417110704,1.80081550497562,9.27448692522012,9.05800705236074,0,1,28351,0,1473,0,1
127525087,18.527397260274,35.2077543295454,2.58634105417877,8.88922108476982,11.881670302144,0,1,26738,1976,891,93,1
284016372,18.8,45.570462794276,3.63178443070501,18.7701484905556,11.1811650672942,0,1,29728,0,1208,0,1
900744725,18.8376068376068,57.0326847643591,1.06548288464546,4.63601566129364,10.153405891863,0,1,27988,815,1217,431,1
714575615,18.890243902439,68.5833269238938,4.46622191183269,9.82278990722261,12.1609575311636,0,1,2665,25577,11,2751,1
3318621,20.0452488687783,60.8523358595558,2.42579358909279,13.9229482554365,10.3922828219535,0,1,28327,0,1736,0,1
336660800,20.243654822335,49.2404151838273,2.69373138993979,20.352286651032,9.26402619536402,0,1,28478,0,1521,0,1
271423892,21.04329004329,62.8862076690421,1.04827306512743,14.8153430167586,10.3852253313725,0,1,26865,0,1619,0,1
17409748,21.1137440758294,58.8672161241993,4.04681998398155,13.662507913541,10.3849739879346,0,1,29491,0,1919,0,1
738878526,22.0571428571429,59.2612448870204,4.39068806637079,17.8806589909364,9.25276483771466,0,1,26498,0,1886,0,1
656374900,22.0580357142857,62.1027421418112,1.04056295286864,22.6519591391552,13.2416136000857,0,1,27810,0,1855,0,1
598815459,22.2663551401869,61.7041401665192,4.15444948617369,11.346242754953,11.1166350784649,0,1,25939,0,1682,0,1
827034971,22.2689075630252,63.1336733186617,1.85410904698074,16.6837155849207,12.1949388418301,0,1,28468,0,2579,0,1
741605116,22.3541666666667,90.1970841176808,4.92310973722488,4.67729857959785,6.95029666217616,0,1,945,23156,0,3500,1
149756661,22.54,89.0479240738787,2.53276776708663,4.3982633096166,8.25677806467156,0,1,8715,17250,1513,1318,1
957551367,22.7246376811594,68.054929405218,2.54982360824943,20.3201362499967,9.27653815951019,0,1,29153,0,1899,0,1
736700667,23.2268518518519,61.646121875383,4.77324935793877,15.8778097452596,12.2403057249573,0,1,28372,0,1894,0,1
533498569,23.4607329842932,56.8056505653076,4.53911054879427,12.916094747372,12.3812495969472,0,1,27613,0,1388,0,1
830498127,24.4028436018957,62.7154998048209,1.47431092616171,27.7566886004061,12.3551208113724,0,1,28717,0,1830,0,1
396790233,24.5613496932515,85.1591589965392,4.78929260279983,2.19261148199439,4.87370110074916,0,1,175,27673,0,3060,1
307521321,24.6326530612245,63.6583315362222,1.18540976010263,18.8869330009911,18.1265607911717,0,1,28204,0,2300,0,1
972656225,24.7689530685921,87.5219092818443,2.10218721441925,22.9661214954685,13.0117856015467,0,1,28460,0,2773,0,1
514609173,26.2135922330097,69.5428984034806,1.29304182622582,5.34359477018006,9.60010452020995,0,1,29028,154,1835,8,1
838331087,26.6357827476038,97.9808291685767,1.88652046304196,2.08771225460805,8.53587235541587,0,1,2924,24013,6,3487,1
