"epsilion"
23.5
8.51578947368421
5.28033472803347
3.40322580645161
2.75877192982456
2.36036036036036
2.09917355371901
1.92241379310345
1.76818181818182
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
